ELP_ItemID,Word,POS,Nmorph,PRS_signature,MorphoLexSegm,ROOT1_PFMF,ROOT1_FamSize,ROOT1_Freq_HAL,SUFF1_PFMF,SUFF1_FamSize,SUFF1_Freq_HAL,SUFF1_length,SUFF1_P,SUFF1_P*,SUFF2_PFMF,SUFF2_FamSize,SUFF2_Freq_HAL,SUFF2_length,SUFF2_P,SUFF2_P*,SUFF3_PFMF,SUFF3_FamSize,SUFF3_Freq_HAL,SUFF3_length,SUFF3_P,SUFF3_P*
38362,argumentatively,RB,4,"0,1,3",{(argue)}>ment>>ive>>ly>,100,7,113797,"90,24390244",288,1423689,4,"1,26E-05","0,002780781709","87,04663212",580,1037354,3,"1,74E-05","0,002780781709","68,65723162",2898,3857999,2,"4,48E-05","0,02672640198"
39891,weightlessness,NN,4,"0,1,3",{(weigh)>t>}>less>>ness>,"56,52173913",24,56346,"58,33333333",49,133535,1,"2,25E-05","0,0004634636181","40,59945504",368,158354,4,"0,0001199843389","0,002935269581","18,03542673",1243,181553,4,"0,0005838515475","0,01637571451"
39940,westernization,NN,4,"0,1,3",{(west)}>ern>>ize>>ion>,"61,9047619",22,126506,80,21,123023,3,"2,44E-05","0,0004634636181","62,93706294",430,443161,3,"0,0001489300728","0,0101961996","75,21902378",1599,6530204,3,"9,03E-06","0,009114784489"
40028,victoriously,RB,4,"0,1,3",{(victor)>y>}>ious>>ly>,100,6,33287,"38,95372233",2486,3870233,1,"4,99E-05","0,02981615943","44,64285714",617,450833,4,"7,10E-05","0,004943611926","41,93993787",2898,3857999,2,"4,48E-05","0,02672640198"
40162,visualization,NN,4,"0,1,3",{(vis)>al>}>ize>>ion>,"33,33333333",19,123713,"13,21678322",1431,4704731,2,"9,14E-06","0,006642978526","4,428904429",430,443161,3,"0,0001489300728","0,0101961996","17,39674593",1599,6530204,3,"9,03E-06","0,009114784489"
40194,vocalization,NN,4,"0,1,3",{(voc)>al>}>ize>>ion>,"72,72727273",23,38814,"69,3006993",1431,4704731,2,"9,14E-06","0,006642978526","62,47086247",430,443161,3,"0,0001489300728","0,0101961996","75,09386733",1599,6530204,3,"9,03E-06","0,009114784489"
40205,vociferation,NN,4,"0,1,3",{(voc)>ifer>>ate>}>ion>,"81,81818182",23,38814,50,5,352,4,"0,005681818182","0,0003089757454","87,28632479",937,2569118,3,"2,65E-05","0,01050517534","89,17396746",1599,6530204,3,"9,03E-06","0,009114784489"
40206,vociferously,RB,4,"0,1,3",{(voc)>ifer>>ious>}>ly>,"54,54545455",23,38814,25,5,352,4,"0,005681818182","0,0003089757454","31,00649351",617,450833,4,"7,10E-05","0,004943611926","30,7904729",2898,3857999,2,"4,48E-05","0,02672640198"
40207,vociferousness,NN,4,"0,1,3",{(voc)>ifer>>ious>}>ness>,"90,90909091",23,38814,75,5,352,4,"0,005681818182","0,0003089757454","74,83766234",617,450833,4,"7,10E-05","0,004943611926","59,09822866",1243,181553,4,"0,0005838515475","0,01637571451"
40396,urbanization,NN,4,"0,1,3",{(urb)>ian>}>ize>>ion>,40,11,15976,"57,80346821",174,394113,3,"2,79E-05","0,0016993666","47,08624709",430,443161,3,"0,0001489300728","0,0101961996","65,51939925",1599,6530204,3,"9,03E-06","0,009114784489"
41458,unionization,NN,4,"0,1,3",{(un)}>ion>>ize>>ion>,"78,94736842",20,207820,"80,28785982",1599,6530204,3,"9,03E-06","0,009114784489","69,46386946",430,443161,3,"0,0001489300728","0,0101961996","80,28785982",1599,6530204,3,"9,03E-06","0,009114784489"
41467,Unitarian,NN,4,"0,1,3",{(un)}>it>>ory>>ian>,"47,36842105",20,207820,"34,61538462",27,111694,2,0,0,"35,77464789",356,725186,3,"2,62E-05","0,002935269581","31,21387283",174,394113,3,"2,79E-05","0,0016993666"
41469,Unitarians,NN,4,"0,1,3",{(un)}>it>>ory>>ian>,"47,36842105",20,207820,"34,61538462",27,111694,2,0,0,"35,77464789",356,725186,3,"2,62E-05","0,002935269581","31,21387283",174,394113,3,"2,79E-05","0,0016993666"
42528,traditionalistic,JJ,4,"0,1,3",{(tradition)}>al>>ist>>ic>,100,8,45835,"96,08391608",1431,4704731,2,"9,14E-06","0,006642978526","95,66160521",462,382916,3,"6,27E-05","0,003707708945","94,37314906",1014,1472797,2,"2,78E-05","0,006334002781"
42591,transcendentalism,NN,4,"0,1,3",{(transcend)}>ant>>al>>ism>,75,9,5007,"82,50539957",464,1534593,3,"7,82E-06","0,001853854472","81,18881119",1431,4704731,2,"9,14E-06","0,006642978526","81,48148148",271,218200,3,"5,50E-05","0,001853854472"
42592,transcendentalist,NN|JJ,4,"0,1,3",{(transcend)}>ant>>al>>ist>,50,9,5007,"64,14686825",464,1534593,3,"7,82E-06","0,001853854472","63,00699301",1431,4704731,2,"9,14E-06","0,006642978526","59,0021692",462,382916,3,"6,27E-05","0,003707708945"
42593,transcendentalists,NN,4,"0,1,3",{(transcend)}>ant>>al>>ist>,50,9,5007,"64,14686825",464,1534593,3,"7,82E-06","0,001853854472","63,00699301",1431,4704731,2,"9,14E-06","0,006642978526","59,0021692",462,382916,3,"6,27E-05","0,003707708945"
43309,theatrically,RB,4,"0,1,3",{(theater)>ic>}>al>>ly>,60,6,23450,"52,71470879",1014,1472797,2,"2,78E-05","0,006334002781","60,6993007",1431,4704731,2,"9,14E-06","0,006642978526","33,8626165",2898,3857999,2,"4,48E-05","0,02672640198"
43338,theoretically,RB,4,"0,1,3",{(theor)>ic>}>al>>ly>,"28,57142857",8,74019,"8,489634748",1014,1472797,2,"2,78E-05","0,006334002781","15,8041958",1431,4704731,2,"9,14E-06","0,006642978526","7,179841215",2898,3857999,2,"4,48E-05","0,02672640198"
43788,technicalities,NN,4,"0,1,3",{(tech)>ic>>al>}>ity>,"52,63157895",20,322084,"17,37413623",1014,1472797,2,"2,78E-05","0,006334002781","28,18181818",1431,4704731,2,"9,14E-06","0,006642978526","26,25215889",580,1647588,3,"1,76E-05","0,004480148308"
43789,technicality,NN,4,"0,1,3",{(tech)>ic>>al>}>ity>,"52,63157895",20,322084,"17,37413623",1014,1472797,2,"2,78E-05","0,006334002781","28,18181818",1431,4704731,2,"9,14E-06","0,006642978526","26,25215889",580,1647588,3,"1,76E-05","0,004480148308"
43790,technically,RB,4,"0,1,3",{(tech)>ic>>al>}>ly>,"15,78947368",20,322084,"3,948667325",1014,1472797,2,"2,78E-05","0,006334002781","7,902097902",1431,4704731,2,"9,14E-06","0,006642978526","3,69347601",2898,3857999,2,"4,48E-05","0,02672640198"
45450,speculatively,RB,4,"0,1,3",{(specul)>ate>}>ive>>ly>,100,6,14135,"73,07692308",937,2569118,3,"2,65E-05","0,01050517534","64,24870466",580,1037354,3,"1,74E-05","0,002780781709","41,73282706",2898,3857999,2,"4,48E-05","0,02672640198"
45822,socialistic,JJ,4,"0,1,3",{(socio)>al>}>ist>>ic>,64,26,263518,"45,87412587",1431,4704731,2,"9,14E-06","0,006642978526","34,49023861",462,382916,3,"6,27E-05","0,003707708945","35,43928924",1014,1472797,2,"2,78E-05","0,006334002781"
45825,socialization,NN,4,"0,1,3",{(socio)>al>}>ize>>ion>,40,26,263518,"30,83916084",1431,4704731,2,"9,14E-06","0,006642978526","18,41491841",430,443161,3,"0,0001489300728","0,0101961996","35,48185232",1599,6530204,3,"9,03E-06","0,009114784489"
45999,sophisticate,NN|VB,4,"0,1,3",{(soph)>ist>>ic>>ate>},"7,142857143",15,39925,"2,819956616",462,382916,3,"6,27E-05","0,003707708945","4,343534057",1014,1472797,2,"2,78E-05","0,006334002781","9,508547009",937,2569118,3,"2,65E-05","0,01050517534"
46000,sophisticated,JJ,4,"0,1,3",{(soph)>ist>>ic>>ate>},"7,142857143",15,39925,"2,819956616",462,382916,3,"6,27E-05","0,003707708945","4,343534057",1014,1472797,2,"2,78E-05","0,006334002781","9,508547009",937,2569118,3,"2,65E-05","0,01050517534"
46001,sophisticates,NN,4,"0,1,3",{(soph)>ist>>ic>>ate>},"7,142857143",15,39925,"2,819956616",462,382916,3,"6,27E-05","0,003707708945","4,343534057",1014,1472797,2,"2,78E-05","0,006334002781","9,508547009",937,2569118,3,"2,65E-05","0,01050517534"
46657,significantly,RB,4,"0,1,3",{(sign)}>ify>>ant>>ly>,16,26,219005,"5,263157895",153,351545,3,"3,98E-05","0,002162830218","5,831533477",464,1534593,3,"7,82E-06","0,001853854472","2,76147739",2898,3857999,2,"4,48E-05","0,02672640198"
47330,sectionalized,VB|JJ,4,"0,1,3",{(sect)>ion>}>al>>ize>,100,19,147908,"97,55944931",1599,6530204,3,"9,03E-06","0,009114784489","96,08391608",1431,4704731,2,"9,14E-06","0,006642978526","95,33799534",430,443161,3,"0,0001489300728","0,0101961996"
47494,sensational,JJ,4,"0,1,3",{(sense)}>ate>>ion>>al>,"28,88888889",46,144057,"35,57692308",937,2569118,3,"2,65E-05","0,01050517534","38,11013767",1599,6530204,3,"9,03E-06","0,009114784489","32,86713287",1431,4704731,2,"9,14E-06","0,006642978526"
47530,sentimentalists,NN,4,"0,1,3",{(senti)>ment>}>al>>ist>,"42,85714286",8,5655,"73,86759582",288,1423689,4,"1,26E-05","0,002780781709","73,14685315",1431,4704731,2,"9,14E-06","0,006642978526","70,28199566",462,382916,3,"6,27E-05","0,003707708945"
47532,sentimentality,NN,4,"0,1,3",{(senti)>ment>}>al>>ity>,"28,57142857",8,5655,"56,44599303",288,1423689,4,"1,26E-05","0,002780781709","55,73426573",1431,4704731,2,"9,14E-06","0,006642978526","54,40414508",580,1647588,3,"1,76E-05","0,004480148308"
47533,sentimentalize,VB,4,"0,1,3",{(senti)>ment>}>al>>ize>,"85,71428571",8,5655,"85,71428571",288,1423689,4,"1,26E-05","0,002780781709","83,77622378",1431,4704731,2,"9,14E-06","0,006642978526","79,25407925",430,443161,3,"0,0001489300728","0,0101961996"
47808,scientifically,RB,4,"0,1,3",{(sci)>ant>>ic>}>ly>,"41,66666667",13,204888,"19,87041037",464,1534593,3,"7,82E-06","0,001853854472","12,53701876",1014,1472797,2,"2,78E-05","0,006334002781","9,423541595",2898,3857999,2,"4,48E-05","0,02672640198"
48357,satirically,RB,4,"0,1,3",{(satire)}>ic>>al>>ly>,100,5,2443,"70,38499506",1014,1472797,2,"2,78E-05","0,006334002781","76,78321678",1431,4704731,2,"9,14E-06","0,006642978526","50,1553331",2898,3857999,2,"4,48E-05","0,02672640198"
48662,rotationally,RB,4,"0,1,3",{(rotate)}>ion>>al>>ly>,"66,66666667",4,12924,"85,54443054",1599,6530204,3,"9,03E-06","0,009114784489","80,55944056",1431,4704731,2,"9,14E-06","0,006642978526","55,91991716",2898,3857999,2,"4,48E-05","0,02672640198"
49473,residentially,RB,4,"0,1,3",{(reside)>ance>}>al>>ly>,"85,71428571",8,37210,"65,2173913",323,977837,4,"7,16E-06","0,001081415109","67,13286713",1431,4704731,2,"9,14E-06","0,006642978526","39,69623749",2898,3857999,2,"4,48E-05","0,02672640198"
49837,relativistic,JJ,4,"0,1,3",{(relate)}>ive>>ist>>ic>,"55,55555556",19,239433,"23,1433506",580,1037354,3,"1,74E-05","0,002780781709","15,18438178",462,382916,3,"6,27E-05","0,003707708945","18,16386969",1014,1472797,2,"2,78E-05","0,006334002781"
50768,realistically,RB,4,"0,1,3",{(real)}>ist>>ic>>ly>,40,16,660297,"11,27982646",462,382916,3,"6,27E-05","0,003707708945","14,017769",1014,1472797,2,"2,78E-05","0,006334002781","10,28650328",2898,3857999,2,"4,48E-05","0,02672640198"
51311,propagandistic,JJ,4,"0,1,3",{(propag)>anda>>ist>}>ic>,"83,33333333",7,16930,100,4,10178,4,0,0,"60,52060738",462,382916,3,"6,27E-05","0,003707708945","56,86080948",1014,1472797,2,"2,78E-05","0,006334002781"
51503,prudentially,RB,4,"0,1,3",{(prud)>ance>}>al>>ly>,"92,85714286",15,2916,"93,47826087",323,977837,4,"7,16E-06","0,001081415109","93,98601399",1431,4704731,2,"9,14E-06","0,006642978526","80,98032447",2898,3857999,2,"4,48E-05","0,02672640198"
51705,pressurization,NN,4,"0,1,3",{(press)>ure>}>ize>>ion>,"72,22222222",73,340039,"80,41237113",98,541479,3,"3,69E-06","0,0003089757454","64,56876457",430,443161,3,"0,0001489300728","0,0101961996","77,59699625",1599,6530204,3,"9,03E-06","0,009114784489"
51860,probabilistic,JJ,4,"0,1,3",{(prob)>able>}>ist>>ic>,"46,66666667",16,230747,"20,43628014",872,1227992,4,"3,18E-05","0,006025027035","22,99349241",462,382916,3,"6,27E-05","0,003707708945","26,25863771",1014,1472797,2,"2,78E-05","0,006334002781"
51867,probationary,JJ,4,"0,1,3",{(prob)>ate>}>ion>>ory>,"66,66666667",16,230747,"73,07692308",937,2569118,3,"2,65E-05","0,01050517534","74,96871089",1599,6530204,3,"9,03E-06","0,009114784489","65,07042254",356,725186,3,"2,62E-05","0,002935269581"
51945,professionalism,NN,4,"0,1,3",{(profess)>ion>}>al>>ism>,"45,45454545",12,104442,"34,98122653",1599,6530204,3,"9,03E-06","0,009114784489","30,48951049",1431,4704731,2,"9,14E-06","0,006642978526","12,96296296",271,218200,3,"5,50E-05","0,001853854472"
51946,professionally,RB,4,"0,1,3",{(profess)>ion>}>al>>ly>,"27,27272727",12,104442,"23,46683354",1599,6530204,3,"9,03E-06","0,009114784489","18,53146853",1431,4704731,2,"9,14E-06","0,006642978526","8,284432171",2898,3857999,2,"4,48E-05","0,02672640198"
51979,popularization,NN,4,"0,1,3",{(popul)>ar>}>ize>>ion>,"72,22222222",19,93743,"60,9375",129,533962,2,"7,49E-06","0,0006179514908","57,57575758",430,443161,3,"0,0001489300728","0,0101961996","71,46433041",1599,6530204,3,"9,03E-06","0,009114784489"
52124,potentialities,NN,4,"0,1,3",{(pot)>ant>>al>}>ity>,"42,5",41,74693,"58,53131749",464,1534593,3,"7,82E-06","0,001853854472","55,03496503",1431,4704731,2,"9,14E-06","0,006642978526","53,71329879",580,1647588,3,"1,76E-05","0,004480148308"
52125,potentiality,NN,4,"0,1,3",{(pot)>ant>>al>}>ity>,"42,5",41,74693,"58,53131749",464,1534593,3,"7,82E-06","0,001853854472","55,03496503",1431,4704731,2,"9,14E-06","0,006642978526","53,71329879",580,1647588,3,"1,76E-05","0,004480148308"
52126,potentially,RB,4,"0,1,3",{(pot)>ant>>al>}>ly>,5,41,74693,"7,77537797",464,1534593,3,"7,82E-06","0,001853854472","8,671328671",1431,4704731,2,"9,14E-06","0,006642978526","4,073179151",2898,3857999,2,"4,48E-05","0,02672640198"
52181,practicability,NN,4,"0,1,3",{(pract)>ic>>able>}>ity>,65,21,100783,"75,61697927",1014,1472797,2,"2,78E-05","0,006334002781","71,41216992",872,1227992,4,"3,18E-05","0,006025027035","78,0656304",580,1647588,3,"1,76E-05","0,004480148308"
52183,practicality,NN,4,"0,1,3",{(pract)>ic>>al>}>ity>,35,21,100783,"28,33168806",1014,1472797,2,"2,78E-05","0,006334002781","38,53146853",1431,4704731,2,"9,14E-06","0,006642978526","35,40587219",580,1647588,3,"1,76E-05","0,004480148308"
52185,practically,RB,4,"0,1,3",{(pract)>ic>>al>}>ly>,10,21,100783,"4,244817374",1014,1472797,2,"2,78E-05","0,006334002781","8,531468531",1431,4704731,2,"9,14E-06","0,006642978526","3,969623749",2898,3857999,2,"4,48E-05","0,02672640198"
52600,polarization,NN,4,"0,1,3",{(pole)}>ar>>ize>>ion>,"41,66666667",13,19505,"39,0625",129,533962,2,"7,49E-06","0,0006179514908","21,21212121",430,443161,3,"0,0001489300728","0,0101961996","39,5494368",1599,6530204,3,"9,03E-06","0,009114784489"
52786,phosphorescence,NN,4,"0,1,3",{(phosphor)>or>>esc>}>ance>,"81,81818182",12,2062,"86,45833333",289,937614,2,"9,60E-06","0,001390390854",50,19,1822,3,"0,001646542261","0,0004634636181","85,40372671",323,977837,4,"7,16E-06","0,001081415109"
52787,phosphorescent,JJ|NN,4,"0,1,3",{(phosphor)>or>>esc>}>ant>,"45,45454545",12,2062,"75,34722222",289,937614,2,"9,60E-06","0,001390390854","27,77777778",19,1822,3,"0,001646542261","0,0004634636181","70,84233261",464,1534593,3,"7,82E-06","0,001853854472"
52830,physically,RB,4,"0,1,3",{(phys)>ic>>al>}>ly>,"7,142857143",29,107401,"3,455083909",1014,1472797,2,"2,78E-05","0,006334002781","6,783216783",1431,4704731,2,"9,14E-06","0,006642978526","3,175698999",2898,3857999,2,"4,48E-05","0,02672640198"
52831,physicalness,NN,4,"0,1,3",{(phys)>ic>>al>}>ness>,"96,42857143",29,107401,"86,5745311",1014,1472797,2,"2,78E-05","0,006334002781","90,55944056",1431,4704731,2,"9,14E-06","0,006642978526","62,56038647",1243,181553,4,"0,0005838515475","0,01637571451"
53279,periodically,RB,4,"0,1,3",{(period)}>ic>>al>>ly>,25,5,75215,"5,429417572",1014,1472797,2,"2,78E-05","0,006334002781","10,90909091",1431,4704731,2,"9,14E-06","0,006642978526","5,212288574",2898,3857999,2,"4,48E-05","0,02672640198"
53370,personalization,NN,4,"0,1,3",{(person)}>al>>ize>>ion>,"78,26086957",24,385320,"61,18881119",1431,4704731,2,"9,14E-06","0,006642978526","50,34965035",430,443161,3,"0,0001489300728","0,0101961996","67,45932416",1599,6530204,3,"9,03E-06","0,009114784489"
53602,particularistic,JJ,4,"0,1,3",{(particle)>ar>}>ist>>ic>,"87,5",9,127758,"88,28125",129,533962,2,"7,49E-06","0,0006179514908","89,80477223",462,382916,3,"6,27E-05","0,003707708945","86,5745311",1014,1472797,2,"2,78E-05","0,006334002781"
53696,paternalistic,JJ,4,"0,1,3",{(pater)>al>}>ist>>ic>,"46,15384615",27,10676,"53,35664336",1431,4704731,2,"9,14E-06","0,006642978526","45,11930586",462,382916,3,"6,27E-05","0,003707708945","45,11352419",1014,1472797,2,"2,78E-05","0,006334002781"
54909,operational,JJ,4,"0,1,3",{(oper)>ate>}>ion>>al>,"38,46153846",14,176067,"11,53846154",937,2569118,3,"2,65E-05","0,01050517534","14,39299124",1599,6530204,3,"9,03E-06","0,009114784489","11,11888112",1431,4704731,2,"9,14E-06","0,006642978526"
54979,oratorical,JJ,4,"0,1,3",{(orate)}>or>>ic>>al>,80,6,649,"80,55555556",289,937614,2,"9,60E-06","0,001390390854","70,38499506",1014,1472797,2,"2,78E-05","0,006334002781","76,78321678",1431,4704731,2,"9,14E-06","0,006642978526"
55030,organizational,JJ,4,"0,1,3",{(organ)>ize>}>ion>>al>,"33,33333333",19,219606,"5,128205128",430,443161,3,"0,0001489300728","0,0101961996","17,95994994",1599,6530204,3,"9,03E-06","0,009114784489","13,56643357",1431,4704731,2,"9,14E-06","0,006642978526"
55111,normalization,NN,4,"0,1,3",{(norm)>al>}>ize>>ion>,"15,38461538",14,124541,"5,104895105",1431,4704731,2,"9,14E-06","0,006642978526","1,165501166",430,443161,3,"0,0001489300728","0,0101961996","6,382978723",1599,6530204,3,"9,03E-06","0,009114784489"
55266,numerically,RB,4,"0,1,3",{(numer)>ic>}>al>>ly>,"31,25",17,27136,"27,64067127",1014,1472797,2,"2,78E-05","0,006334002781","37,62237762",1431,4704731,2,"9,14E-06","0,006642978526","17,53538143",2898,3857999,2,"4,48E-05","0,02672640198"
55488,negatively,RB,4,"0,1,3",{(neg)>ate>}>ive>>ly>,50,5,29916,"29,7008547",937,2569118,3,"2,65E-05","0,01050517534","22,79792746",580,1037354,3,"1,74E-05","0,002780781709","12,702796",2898,3857999,2,"4,48E-05","0,02672640198"
55489,negativism,NN,4,"0,1,3",{(neg)>ate>}>ive>>ism>,100,5,29916,"71,04700855",937,2569118,3,"2,65E-05","0,01050517534","61,48531952",580,1037354,3,"1,74E-05","0,002780781709","60,37037037",271,218200,3,"5,50E-05","0,001853854472"
55583,neutralization,NN,4,"0,1,3",{(neutr)>al>}>ize>>ion>,"62,5",9,13298,"63,21678322",1431,4704731,2,"9,14E-06","0,006642978526","52,44755245",430,443161,3,"0,0001489300728","0,0101961996","69,02377972",1599,6530204,3,"9,03E-06","0,009114784489"
56138,nationalistic,JJ,4,"0,1,3",{(nation)}>al>>ist>>ic>,"45,45454545",23,303858,"36,29370629",1431,4704731,2,"9,14E-06","0,006642978526","22,34273319",462,382916,3,"6,27E-05","0,003707708945","25,56762093",1014,1472797,2,"2,78E-05","0,006334002781"
56141,nationalization,NN,4,"0,1,3",{(nation)}>al>>ize>>ion>,"68,18181818",23,303858,"55,73426573",1431,4704731,2,"9,14E-06","0,006642978526","43,58974359",430,443161,3,"0,0001489300728","0,0101961996","62,01501877",1599,6530204,3,"9,03E-06","0,009114784489"
56157,naturalistic,JJ,4,"0,1,3",{(nature)>al>}>ist>>ic>,"47,61904762",22,119108,"51,11888112",1431,4704731,2,"9,14E-06","0,006642978526","43,38394794",462,382916,3,"6,27E-05","0,003707708945","42,74432379",1014,1472797,2,"2,78E-05","0,006334002781"
56158,naturalization,NN,4,"0,1,3",{(nature)>al>}>ize>>ion>,"28,57142857",22,119108,"34,47552448",1431,4704731,2,"9,14E-06","0,006642978526","21,44522145",430,443161,3,"0,0001489300728","0,0101961996","40,17521902",1599,6530204,3,"9,03E-06","0,009114784489"
56990,mechanically,RB,4,"0,1,3",{(mechan)>ic>}>al>>ly>,30,11,44812,"19,24975321",1014,1472797,2,"2,78E-05","0,006334002781","30,13986014",1431,4704731,2,"9,14E-06","0,006642978526","13,46220228",2898,3857999,2,"4,48E-05","0,02672640198"
57096,memorialize,VB,4,"0,1,3",{(memor)>y>}>al>>ize>,90,11,135328,"35,05030181",2486,3870233,1,"4,99E-05","0,02981615943","64,54545455",1431,4704731,2,"9,14E-06","0,006642978526","56,17715618",430,443161,3,"0,0001489300728","0,0101961996"
57097,memorialized,VB|JJ,4,"0,1,3",{(memor)>y>}>al>>ize>,90,11,135328,"35,05030181",2486,3870233,1,"4,99E-05","0,02981615943","64,54545455",1431,4704731,2,"9,14E-06","0,006642978526","56,17715618",430,443161,3,"0,0001489300728","0,0101961996"
57254,metrically,RB,4,"0,1,3",{(meter)>ic>}>al>>ly>,"66,66666667",58,68090,"66,14017769",1014,1472797,2,"2,78E-05","0,006334002781","73,00699301",1431,4704731,2,"9,14E-06","0,006642978526","45,87504315",2898,3857999,2,"4,48E-05","0,02672640198"
57667,maturational,JJ,4,"0,1,3",{(mature)>ate>}>ion>>al>,100,13,16676,"94,65811966",937,2569118,3,"2,65E-05","0,01050517534","96,05757196",1599,6530204,3,"9,03E-06","0,009114784489","93,98601399",1431,4704731,2,"9,14E-06","0,006642978526"
58240,lobularity,NN,4,"0,1,3",{(lobe)>ule>}>ar>>ity>,"83,33333333",7,3174,75,17,9816,3,0,0,"91,40625",129,533962,2,"7,49E-06","0,0006179514908","95,50949914",580,1647588,3,"1,76E-05","0,004480148308"
58249,localization,NN,4,"0,1,3",{(loc)>ale>}>ize>>ion>,"54,16666667",25,398354,"42,85714286",8,6821,3,0,0,"14,68531469",430,443161,3,"0,0001489300728","0,0101961996","32,60325407",1599,6530204,3,"9,03E-06","0,009114784489"
58864,linguistically,RB,4,"0,1,3",{(lingu)>ist>}>ic>>ly>,"55,55555556",10,8741,"38,17787419",462,382916,3,"6,27E-05","0,003707708945","38,69693978",1014,1472797,2,"2,78E-05","0,006334002781","24,16292717",2898,3857999,2,"4,48E-05","0,02672640198"
58897,liquidation,NN,4,"0,1,3",{(liqu)>id>}>ate>>ion>,25,9,12069,"21,05263158",20,16039,2,"6,23E-05","0,0001544878727","36,53846154",937,2569118,3,"2,65E-05","0,01050517534","38,7359199",1599,6530204,3,"9,03E-06","0,009114784489"
58898,liquidations,NN,4,"0,1,3",{(liqu)>id>}>ate>>ion>,25,9,12069,"21,05263158",20,16039,2,"6,23E-05","0,0001544878727","36,53846154",937,2569118,3,"2,65E-05","0,01050517534","38,7359199",1599,6530204,3,"9,03E-06","0,009114784489"
59407,juridical,JJ,4,"0,1,3",{(jur)>id>>ic>}>al>,"57,89473684",20,16877,"47,36842105",20,16039,2,"6,23E-05","0,0001544878727","52,91214215",1014,1472797,2,"2,78E-05","0,006334002781","60,76923077",1431,4704731,2,"9,14E-06","0,006642978526"
59425,justifiably,RB,4,"0,1,3",{(just)}>ify>>able>>y>,"57,14285714",22,1112386,"42,76315789",153,351545,3,"3,98E-05","0,002162830218","22,73249139",872,1227992,4,"3,18E-05","0,006025027035","17,78672032",2486,3870233,1,"4,99E-05","0,02981615943"
61031,industrialization,NN,4,"0,1,3",{(industry)}>al>>ize>>ion>,"44,44444444",10,90514,"47,13286713",1431,4704731,2,"9,14E-06","0,006642978526","34,26573427",430,443161,3,"0,0001489300728","0,0101961996","52,06508135",1599,6530204,3,"9,03E-06","0,009114784489"
61283,imperialistic,JJ,4,"0,1,3",{(empire)>al>}>ist>>ic>,"45,45454545",12,36330,"49,23076923",1431,4704731,2,"9,14E-06","0,006642978526","39,26247289",462,382916,3,"6,27E-05","0,003707708945","39,68410661",1014,1472797,2,"2,78E-05","0,006334002781"
61503,incidentally,RB,4,"0,1,3",{(incid)>ant>}>al>>ly>,"33,33333333",4,27910,"10,1511879",464,1534593,3,"7,82E-06","0,001853854472","10,41958042",1431,4704731,2,"9,14E-06","0,006642978526","5,00517777",2898,3857999,2,"4,48E-05","0,02672640198"
61795,identically,RB,4,"0,1,3",{(ident)>ic>>al>}>ly>,100,7,67698,"29,71372162",1014,1472797,2,"2,78E-05","0,006334002781",40,1431,4704731,2,"9,14E-06","0,006642978526","18,74352779",2898,3857999,2,"4,48E-05","0,02672640198"
61911,imaginatively,RB,4,"0,1,3",{(imagine)}>ate>>ive>>ly>,100,8,54696,"73,29059829",937,2569118,3,"2,65E-05","0,01050517534","64,59412781",580,1037354,3,"1,74E-05","0,002780781709","41,93993787",2898,3857999,2,"4,48E-05","0,02672640198"
62692,historically,RB,4,"0,1,3",{(history)>ic>}>al>>ly>,25,13,124154,"6,811451135",1014,1472797,2,"2,78E-05","0,006334002781","12,7972028",1431,4704731,2,"9,14E-06","0,006642978526","6,075250259",2898,3857999,2,"4,48E-05","0,02672640198"
62893,harmoniously,RB,4,"0,1,3",{(harmon)>y>}>ious>>ly>,"46,66666667",16,12033,"33,15895372",2486,3870233,1,"4,99E-05","0,02981615943","38,31168831",617,450833,4,"7,10E-05","0,004943611926","35,2433552",2898,3857999,2,"4,48E-05","0,02672640198"
63744,graphically,RB,4,"0,1,3",{(graph)}>ic>>al>>ly>,20,116,198105,"16,58440276",1014,1472797,2,"2,78E-05","0,006334002781","27,62237762",1431,4704731,2,"9,14E-06","0,006642978526","12,35761132",2898,3857999,2,"4,48E-05","0,02672640198"
63925,generalization,NN,4,"0,1,3",{(gener)>al>}>ize>>ion>,"36,84210526",20,318254,"14,47552448",1431,4704731,2,"9,14E-06","0,006642978526","5,594405594",430,443161,3,"0,0001489300728","0,0101961996","18,71088861",1599,6530204,3,"9,03E-06","0,009114784489"
63926,generalizations,NN,4,"0,1,3",{(gener)>al>}>ize>>ion>,"36,84210526",20,318254,"14,47552448",1431,4704731,2,"9,14E-06","0,006642978526","5,594405594",430,443161,3,"0,0001489300728","0,0101961996","18,71088861",1599,6530204,3,"9,03E-06","0,009114784489"
65478,fictionalize,VB,4,"0,1,3",{(fict)>ion>}>al>>ize>,"57,14285714",8,23437,"63,26658323",1599,6530204,3,"9,03E-06","0,009114784489","57,06293706",1431,4704731,2,"9,14E-06","0,006642978526","44,52214452",430,443161,3,"0,0001489300728","0,0101961996"
66282,existentialism,NN,4,"0,1,3",{(exist)}>ance>>al>>ism>,"88,88888889",10,141837,"54,9689441",323,977837,4,"7,16E-06","0,001081415109","57,55244755",1431,4704731,2,"9,14E-06","0,006642978526","49,62962963",271,218200,3,"5,50E-05","0,001853854472"
