ELP_ItemID,Word,POS,Nmorph,PRS_signature,MorphoLexSegm,PREF1_PFMF,PREF1_FamSize,PREF1_Freq_HAL,PREF1_length,PREF1_P,PREF1_P*,PREF2_PFMF,PREF2_FamSize,PREF2_Freq_HAL,PREF2_length,PREF2_P,PREF2_P*,ROOT1_PFMF,ROOT1_FamSize,ROOT1_Freq_HAL,SUFF1_PFMF,SUFF1_FamSize,SUFF1_Freq_HAL,SUFF1_length,SUFF1_P,SUFF1_P*
69375,desynchronizing,VB,4,"2,1,1",<de<{<syn<(chrono)>ize>},"94,52554745",275,559431,2,"4,65E-05","0,00401668469",100,24,33723,3,0,0,100,19,20700,"95,33799534",430,443161,3,"0,0001489300728","0,0101961996"
70298,decompression,NN,4,"2,1,1",<de<{<co<(press)}>ion>,"15,32846715",275,559431,2,"4,65E-05","0,00401668469","29,8102981",370,1256048,2,"1,51E-05","0,002935269581","30,55555556",73,340039,"29,84981227",1599,6530204,3,"9,03E-06","0,009114784489"
76073,bicentennial,NN|JJ,4,"2,1,1",<bi<{<centi<(ann)>al>},"32,5",41,20132,2,"4,97E-05","0,0001544878727",60,11,3205,5,"0,0003120124805","0,0001544878727","54,54545455",23,49836,"52,58741259",1431,4704731,2,"9,14E-06","0,006642978526"
77240,asymmetric,JJ,4,"2,1,1",<a<{<sy<(meter)>ic>},"53,24675325",309,1336429,1,"1,72E-05","0,003553221072","57,14285714",8,3936,2,0,0,"45,61403509",58,68090,"41,46100691",1014,1472797,2,"2,78E-05","0,006334002781"
77243,asymmetry,NN,4,"2,1,1",<a<{<sy<(meter)>y>},"50,64935065",309,1336429,1,"1,72E-05","0,003553221072","42,85714286",8,3936,2,0,0,"42,10526316",58,68090,"23,58148893",2486,3870233,1,"4,99E-05","0,02981615943"
77865,anaesthetic,JJ,4,"2,1,1",{<a<<aes<(thet)>ic>},"53,57142857",309,1336429,1,"1,72E-05","0,003553221072",40,6,3260,3,"0,0006134969325","0,0003089757454","38,46153846",14,4465,"42,25074038",1014,1472797,2,"2,78E-05","0,006334002781"
77866,anaesthetize,VB,4,"2,1,1",{<a<<aes<(thet)>ize>},"81,81818182",309,1336429,1,"1,72E-05","0,003553221072",60,6,3260,3,"0,0006134969325","0,0003089757454","53,84615385",14,4465,"73,89277389",430,443161,3,"0,0001489300728","0,0101961996"
77929,anesthetic,NN,4,"2,1,1",{<a<<es<(thet)>ic>},"35,38961039",309,1336429,1,"1,72E-05","0,003553221072",0,5,957,2,0,0,"7,692307692",14,4465,"24,38302073",1014,1472797,2,"2,78E-05","0,006334002781"
77931,anesthetics,NN,4,"2,1,1",{<a<<es<(thet)>ic>},"35,38961039",309,1336429,1,"1,72E-05","0,003553221072",0,5,957,2,0,0,"7,692307692",14,4465,"24,38302073",1014,1472797,2,"2,78E-05","0,006334002781"
77932,anesthetized,VB|JJ,4,"2,1,1",{<a<<es<(thet)>ize>},"70,12987013",309,1336429,1,"1,72E-05","0,003553221072",50,5,957,2,0,0,"46,15384615",14,4465,"59,67365967",430,443161,3,"0,0001489300728","0,0101961996"
