ELP_ItemID,Word,POS,Nmorph,PRS_signature,MorphoLexSegm,ROOT1_PFMF,ROOT1_FamSize,ROOT1_Freq_HAL,SUFF1_PFMF,SUFF1_FamSize,SUFF1_Freq_HAL,SUFF1_length,SUFF1_P,SUFF1_P*,SUFF2_PFMF,SUFF2_FamSize,SUFF2_Freq_HAL,SUFF2_length,SUFF2_P,SUFF2_P*
30868,demoniacally,RB,3,"0,1,2",{(demon)>iac>}>ly>,100,6,25940,"92,30769231",14,1568,3,"0,000637755102","0,0001544878727","70,93545047",2898,3857999,2,"4,48E-05","0,02672640198"
30895,deniably,RB,3,"0,1,2",{(deny)}>able>>y>,100,6,37193,"93,22617681",872,1227992,4,"3,18E-05","0,006025027035","81,08651911",2486,3870233,1,"4,99E-05","0,02981615943"
30908,cybernetically,RB,3,"0,1,2",{(cybernetic)}>al>>ly>,100,2,732,"79,44055944",1431,4704731,2,"9,14E-06","0,006642978526","54,02140145",2898,3857999,2,"4,48E-05","0,02672640198"
30914,cyclically,RB,3,"0,1,2",{(cycle)}>ic>>ly>,"77,77777778",19,57570,"66,92991115",1014,1472797,2,"2,78E-05","0,006334002781","46,73800483",2898,3857999,2,"4,48E-05","0,02672640198"
30932,cylindrically,RB,3,"0,1,2",{(cylinder)>ic>}>ly>,100,3,8860,"79,26949654",1014,1472797,2,"2,78E-05","0,006334002781","62,37487056",2898,3857999,2,"4,48E-05","0,02672640198"
31045,damnably,RB,3,"0,1,2",{(damn)}>able>>y>,100,8,43108,"59,24225029",872,1227992,4,"3,18E-05","0,006025027035","41,6498994",2486,3870233,1,"4,99E-05","0,02981615943"
31138,dauntlessly,RB,3,"0,1,2",{(daunt)}>less>>ly>,100,4,999,"90,73569482",368,158354,4,"0,0001199843389","0,002935269581","86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
31176,deadlier,JJ,3,"0,1,2",{(dead)}>ly>>er>,"72,72727273",12,88194,"33,27580255",2898,3857999,2,"4,48E-05","0,02672640198","44,30268368",2274,4569119,2,"3,55E-05","0,02502703538"
31248,decadently,RB,3,"0,1,2",{(decad)>ant>}>ly>,100,3,744,"84,8812095",464,1534593,3,"7,82E-06","0,001853854472","62,37487056",2898,3857999,2,"4,48E-05","0,02672640198"
31271,deceitfully,RB,3,"0,1,2",{(deceit)}>ful>>ly>,"66,66666667",4,1515,"49,12280702",343,429561,3,"5,82E-05","0,003862196818","40,83534691",2898,3857999,2,"4,48E-05","0,02672640198"
31272,deceitfulness,NN,3,"0,1,2",{(deceit)}>ful>>ness>,100,4,1515,"56,7251462",343,429561,3,"5,82E-05","0,003862196818","27,45571659",1243,181553,4,"0,0005838515475","0,01637571451"
31290,decimalize,VB,3,"0,1,2",{(decim)>al>}>ize>,"83,33333333",7,3837,"88,32167832",1431,4704731,2,"9,14E-06","0,006642978526","83,68298368",430,443161,3,"0,0001489300728","0,0101961996"
31291,decimalized,VB|JJ,3,"0,1,2",{(decim)>al>}>ize>,"83,33333333",7,3837,"88,32167832",1431,4704731,2,"9,14E-06","0,006642978526","83,68298368",430,443161,3,"0,0001489300728","0,0101961996"
31292,decimalizes,VB,3,"0,1,2",{(decim)>al>}>ize>,"83,33333333",7,3837,"88,32167832",1431,4704731,2,"9,14E-06","0,006642978526","83,68298368",430,443161,3,"0,0001489300728","0,0101961996"
31293,decimalizing,VB|NN|JJ,3,"0,1,2",{(decim)>al>}>ize>,"83,33333333",7,3837,"88,32167832",1431,4704731,2,"9,14E-06","0,006642978526","83,68298368",430,443161,3,"0,0001489300728","0,0101961996"
31294,decimally,RB,3,"0,1,2",{(decim)>al>}>ly>,50,7,3837,"80,13986014",1431,4704731,2,"9,14E-06","0,006642978526","55,36762168",2898,3857999,2,"4,48E-05","0,02672640198"
31331,criminally,RB|JJ,3,"0,1,2",{(crimin)>al>}>ly>,"29,41176471",18,93592,"32,51748252",1431,4704731,2,"9,14E-06","0,006642978526","14,46323783",2898,3857999,2,"4,48E-05","0,02672640198"
31344,crinklier,JJ,3,"0,1,2",{(crinkle)}>y>>er>,"66,66666667",4,264,"81,08651911",2486,3870233,1,"4,99E-05","0,02981615943","87,1975363",2274,4569119,2,"3,55E-05","0,02502703538"
31345,crinkliest,JJ,3,"0,1,2",{(crinkle)}>y>>est>,"66,66666667",4,264,"81,08651911",2486,3870233,1,"4,99E-05","0,02981615943","69,98597475",714,287086,3,"0,0002612457591","0,01158659045"
31357,crispier,JJ,3,"0,1,2",{(crisp)}>y>>er>,"71,42857143",8,2963,"55,01006036",2486,3870233,1,"4,99E-05","0,02981615943","67,31192257",2274,4569119,2,"3,55E-05","0,02502703538"
31358,crispiest,JJ,3,"0,1,2",{(crisp)}>y>>est>,100,8,2963,"66,0362173",2486,3870233,1,"4,99E-05","0,02981615943","48,10659187",714,287086,3,"0,0002612457591","0,01158659045"
31460,crucifixions,NN,3,"0,1,2",{(crux)>ifix>}>ion>,50,5,2986,0,2,746,4,0,0,"44,74342929",1599,6530204,3,"9,03E-06","0,009114784489"
31473,crumblier,JJ,3,"0,1,2",{(crumble)}>y>>er>,"66,66666667",4,4480,"73,64185111",2486,3870233,1,"4,99E-05","0,02981615943","81,91816982",2274,4569119,2,"3,55E-05","0,02502703538"
31474,crumbliest,JJ,3,"0,1,2",{(crumble)}>y>>est>,100,4,4480,"81,08651911",2486,3870233,1,"4,99E-05","0,02981615943","69,98597475",714,287086,3,"0,0002612457591","0,01158659045"
31478,crummier,JJ,3,"0,1,2",{(crum)}>y>>er>,100,3,738,"63,54124748",2486,3870233,1,"4,99E-05","0,02981615943","74,30708315",2274,4569119,2,"3,55E-05","0,02502703538"
31479,crummiest,JJ,3,"0,1,2",{(crum)}>y>>est>,50,3,738,"48,53118712",2486,3870233,1,"4,99E-05","0,02981615943","30,43478261",714,287086,3,"0,0002612457591","0,01158659045"
31485,crunchier,JJ,3,"0,1,2",{(crunch)}>y>>er>,"66,66666667",4,3514,"48,04828974",2486,3870233,1,"4,99E-05","0,02981615943","61,28464584",2274,4569119,2,"3,55E-05","0,02502703538"
31486,crunchiest,JJ,3,"0,1,2",{(crunch)}>y>>est>,100,4,3514,"69,49698189",2486,3870233,1,"4,99E-05","0,02981615943","51,61290323",714,287086,3,"0,0002612457591","0,01158659045"
31498,crustier,JJ,3,"0,1,2",{(crust)}>y>>er>,"62,5",9,2559,"63,54124748",2486,3870233,1,"4,99E-05","0,02981615943","74,30708315",2274,4569119,2,"3,55E-05","0,02502703538"
31499,crustiest,JJ,3,"0,1,2",{(crust)}>y>>est>,"87,5",9,2559,"69,49698189",2486,3870233,1,"4,99E-05","0,02981615943","51,61290323",714,287086,3,"0,0002612457591","0,01158659045"
31500,crustily,RB,3,"0,1,2",{(crust)}>y>>ly>,100,9,2559,"81,08651911",2486,3870233,1,"4,99E-05","0,02981615943","86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
31501,crustiness,NN,3,"0,1,2",{(crust)}>y>>ness>,50,9,2559,"61,85110664",2486,3870233,1,"4,99E-05","0,02981615943","55,87761675",1243,181553,4,"0,0005838515475","0,01637571451"
31510,cryptically,RB,3,"0,1,2",{(crypt)}>ic>>ly>,100,8,11515,"58,63770977",1014,1472797,2,"2,78E-05","0,006334002781","38,41905419",2898,3857999,2,"4,48E-05","0,02672640198"
31517,crystallizations,NN,3,"0,1,2",{(crystal)}>ize>>ion>,50,9,17438,"46,85314685",430,443161,3,"0,0001489300728","0,0101961996","65,33166458",1599,6530204,3,"9,03E-06","0,009114784489"
31536,cuddlier,JJ,3,"0,1,2",{(cuddle)}>y>>er>,80,6,2094,"63,54124748",2486,3870233,1,"4,99E-05","0,02981615943","74,30708315",2274,4569119,2,"3,55E-05","0,02502703538"
31537,cuddliest,JJ,3,"0,1,2",{(cuddle)}>y>>est>,60,6,2094,"57,90744467",2486,3870233,1,"4,99E-05","0,02981615943","38,84992987",714,287086,3,"0,0002612457591","0,01158659045"
31561,culpability,NN,3,"0,1,2",{(culp)>able>}>ity>,25,5,534,"37,77267509",872,1227992,4,"3,18E-05","0,006025027035","50,77720207",580,1647588,3,"1,76E-05","0,004480148308"
31562,culpably,RB,3,"0,1,2",{(culp)>able>}>y>,100,5,534,"80,48220436",872,1227992,4,"3,18E-05","0,006025027035","61,85110664",2486,3870233,1,"4,99E-05","0,02981615943"
31565,cultivator,NN,3,"0,1,2",{(cultiv)>ate>}>or>,"66,66666667",4,2713,"69,44444444",937,2569118,3,"2,65E-05","0,01050517534","72,22222222",289,937614,2,"9,60E-06","0,001390390854"
31566,cultivators,NN,3,"0,1,2",{(cultiv)>ate>}>or>,"66,66666667",4,2713,"69,44444444",937,2569118,3,"2,65E-05","0,01050517534","72,22222222",289,937614,2,"9,60E-06","0,001390390854"
31580,cumulations,NN,3,"0,1,2",{(cumul)>ate>}>ion>,"85,71428571",8,7866,"81,1965812",937,2569118,3,"2,65E-05","0,01050517534","83,60450563",1599,6530204,3,"9,03E-06","0,009114784489"
31606,curability,NN,3,"0,1,2",{(cure)}>able>>ity>,100,11,13857,"88,97818599",872,1227992,4,"3,18E-05","0,006025027035","92,74611399",580,1647588,3,"1,76E-05","0,004480148308"
31607,curably,RB,3,"0,1,2",{(cure)}>able>>y>,80,11,13857,"80,48220436",872,1227992,4,"3,18E-05","0,006025027035","61,85110664",2486,3870233,1,"4,99E-05","0,02981615943"
31615,curatorship,NN,3,"0,1,2",{(curate)}>or>>ship>,100,3,892,"91,31944444",289,937614,2,"9,60E-06","0,001390390854",92,76,164220,4,"1,22E-05","0,0003089757454"
31616,curatorships,NN,3,"0,1,2",{(curate)}>or>>ship>,100,3,892,"91,31944444",289,937614,2,"9,60E-06","0,001390390854",92,76,164220,4,"1,22E-05","0,0003089757454"
31632,curlier,JJ,3,"0,1,2",{(curl)}>y>>er>,"83,33333333",7,5618,"63,54124748",2486,3870233,1,"4,99E-05","0,02981615943","74,30708315",2274,4569119,2,"3,55E-05","0,02502703538"
31633,curliest,JJ,3,"0,1,2",{(curl)}>y>>est>,100,7,5618,"81,08651911",2486,3870233,1,"4,99E-05","0,02981615943","69,98597475",714,287086,3,"0,0002612457591","0,01158659045"
31634,curliness,NN,3,"0,1,2",{(curl)}>y>>ness>,"66,66666667",7,5618,"53,07847082",2486,3870233,1,"4,99E-05","0,02981615943","41,06280193",1243,181553,4,"0,0005838515475","0,01637571451"
31644,cursively,RB,3,"0,1,2",{(curse)>ive>}>ly>,"68,75",17,28041,"87,91018998",580,1037354,3,"1,74E-05","0,002780781709","70,93545047",2898,3857999,2,"4,48E-05","0,02672640198"
31645,cursorily,RB,3,"0,1,2",{(curse)>ory>}>ly>,50,17,28041,"69,29577465",356,725186,3,"2,62E-05","0,002935269581","46,39282016",2898,3857999,2,"4,48E-05","0,02672640198"
31682,custodianship,NN,3,"0,1,2",{(custody)}>ian>>ship>,100,4,5578,"80,92485549",174,394113,3,"2,79E-05","0,0016993666","82,66666667",76,164220,4,"1,22E-05","0,0003089757454"
31722,cosmically,RB,3,"0,1,2",{(cosmo)>ic>}>ly>,"61,53846154",14,10553,"58,14412636",1014,1472797,2,"2,78E-05","0,006334002781","38,10838799",2898,3857999,2,"4,48E-05","0,02672640198"
31752,costliest,JJ,3,"0,1,2",{(cost)}>ly>>est>,75,5,151006,"51,05281326",2898,3857999,2,"4,48E-05","0,02672640198","27,76998597",714,287086,3,"0,0002612457591","0,01158659045"
31753,costliness,NN,3,"0,1,2",{(cost)}>ly>>ness>,100,5,151006,"76,97618226",2898,3857999,2,"4,48E-05","0,02672640198","67,79388084",1243,181553,4,"0,0005838515475","0,01637571451"
31798,councillorship,NN,3,"0,1,2",{(counsel)}>or>>ship>,100,5,35501,"95,48611111",289,937614,2,"9,60E-06","0,001390390854","94,66666667",76,164220,4,"1,22E-05","0,0003089757454"
31799,councillorships,NN,3,"0,1,2",{(counsel)}>or>>ship>,100,5,35501,"95,48611111",289,937614,2,"9,60E-06","0,001390390854","94,66666667",76,164220,4,"1,22E-05","0,0003089757454"
31880,courageousness,NN,3,"0,1,2",{(courage)}>ious>>ness>,90,11,52702,"82,95454545",617,450833,4,"7,10E-05","0,004943611926","73,34943639",1243,181553,4,"0,0005838515475","0,01637571451"
31896,courtlier,RB,3,"0,1,2",{(court)}>ly>>er>,100,11,74268,"86,8829824",2898,3857999,2,"4,48E-05","0,02672640198","87,1975363",2274,4569119,2,"3,55E-05","0,02502703538"
31912,covetously,RB,3,"0,1,2",{(covet)}>ious>>ly>,100,4,650,"79,54545455",617,450833,4,"7,10E-05","0,004943611926","76,97618226",2898,3857999,2,"4,48E-05","0,02672640198"
31917,cowardliness,NN,3,"0,1,2",{(coward)}>ly>>ness>,100,4,4102,"61,13220573",2898,3857999,2,"4,48E-05","0,02672640198","45,81320451",1243,181553,4,"0,0005838515475","0,01637571451"
31972,crabbier,JJ,3,"0,1,2",{(crab)}>y>>er>,"42,85714286",8,1508,"73,64185111",2486,3870233,1,"4,99E-05","0,02981615943","81,91816982",2274,4569119,2,"3,55E-05","0,02502703538"
31973,crabbiest,JJ,3,"0,1,2",{(crab)}>y>>est>,"57,14285714",8,1508,"81,08651911",2486,3870233,1,"4,99E-05","0,02981615943","69,98597475",714,287086,3,"0,0002612457591","0,01158659045"
31986,craftier,JJ,3,"0,1,2",{(craft)}>y>>er>,"78,26086957",24,34488,"66,0362173",2486,3870233,1,"4,99E-05","0,02981615943","76,46282446",2274,4569119,2,"3,55E-05","0,02502703538"
31987,craftiest,JJ,3,"0,1,2",{(craft)}>y>>est>,"69,56521739",24,34488,"53,07847082",2486,3870233,1,"4,99E-05","0,02981615943","35,0631136",714,287086,3,"0,0002612457591","0,01158659045"
31988,craftily,RB,3,"0,1,2",{(craft)}>y>>ly>,"65,2173913",24,34488,"43,38028169",2486,3870233,1,"4,99E-05","0,02981615943","47,49741111",2898,3857999,2,"4,48E-05","0,02672640198"
31989,craftiness,NN,3,"0,1,2",{(craft)}>y>>ness>,"60,86956522",24,34488,"42,21327968",2486,3870233,1,"4,99E-05","0,02981615943","26,16747182",1243,181553,4,"0,0005838515475","0,01637571451"
31992,craggier,JJ,3,"0,1,2",{(crag)}>y>>er>,50,5,292,"81,08651911",2486,3870233,1,"4,99E-05","0,02981615943","87,1975363",2274,4569119,2,"3,55E-05","0,02502703538"
31993,craggiest,JJ,3,"0,1,2",{(crag)}>y>>est>,50,5,292,"81,08651911",2486,3870233,1,"4,99E-05","0,02981615943","69,98597475",714,287086,3,"0,0002612457591","0,01158659045"
32014,crankier,JJ,3,"0,1,2",{(crank)}>y>>er>,100,4,6745,"55,01006036",2486,3870233,1,"4,99E-05","0,02981615943","67,31192257",2274,4569119,2,"3,55E-05","0,02502703538"
32024,crappier,JJ,3,"0,1,2",{(crap)}>y>>er>,100,4,25825,"45,51307847",2486,3870233,1,"4,99E-05","0,02981615943","58,6449626",2274,4569119,2,"3,55E-05","0,02502703538"
32025,crappiest,JJ,3,"0,1,2",{(crap)}>y>>est>,"66,66666667",4,25825,"36,01609658",2486,3870233,1,"4,99E-05","0,02981615943","19,49509116",714,287086,3,"0,0002612457591","0,01158659045"
32045,crazier,JJ,3,"0,1,2",{(craze)}>y>>er>,40,6,19855,"22,9778672",2486,3870233,1,"4,99E-05","0,02981615943","33,4799824",2274,4569119,2,"3,55E-05","0,02502703538"
32046,craziest,JJ,3,"0,1,2",{(craze)}>y>>est>,80,6,19855,"32,11267606",2486,3870233,1,"4,99E-05","0,02981615943","17,25105189",714,287086,3,"0,0002612457591","0,01158659045"
32047,craziness,NN,3,"0,1,2",{(craze)}>y>>ness>,60,6,19855,"24,22535211",2486,3870233,1,"4,99E-05","0,02981615943","9,178743961",1243,181553,4,"0,0005838515475","0,01637571451"
32048,creakier,JJ,3,"0,1,2",{(creak)}>y>>er>,100,5,668,"81,08651911",2486,3870233,1,"4,99E-05","0,02981615943","87,1975363",2274,4569119,2,"3,55E-05","0,02502703538"
32049,creakiest,JJ,3,"0,1,2",{(creak)}>y>>est>,75,5,668,"73,64185111",2486,3870233,1,"4,99E-05","0,02981615943","59,46704067",714,287086,3,"0,0002612457591","0,01158659045"
32050,creakily,RB,3,"0,1,2",{(creak)}>y>>ly>,50,5,668,"69,49698189",2486,3870233,1,"4,99E-05","0,02981615943","76,97618226",2898,3857999,2,"4,48E-05","0,02672640198"
32054,creamier,JJ,3,"0,1,2",{(cream)}>y>>er>,"66,66666667",7,12043,"51,54929577",2486,3870233,1,"4,99E-05","0,02981615943","64,93620766",2274,4569119,2,"3,55E-05","0,02502703538"
32055,creamiest,JJ,3,"0,1,2",{(cream)}>y>>est>,100,7,12043,"66,0362173",2486,3870233,1,"4,99E-05","0,02981615943","48,10659187",714,287086,3,"0,0002612457591","0,01158659045"
32056,creaminess,NN,3,"0,1,2",{(cream)}>y>>ness>,"83,33333333",7,12043,"55,01006036",2486,3870233,1,"4,99E-05","0,02981615943","44,52495974",1243,181553,4,"0,0005838515475","0,01637571451"
32061,creditably,RB,3,"0,1,2",{(credit)}>able>>y>,"87,5",9,67347,"74,51205511",872,1227992,4,"3,18E-05","0,006025027035","55,01006036",2486,3870233,1,"4,99E-05","0,02981615943"
32066,credulously,RB,3,"0,1,2",{(cred)>ous>}>ly>,100,12,34208,100,9,2108,3,0,0,"70,93545047",2898,3857999,2,"4,48E-05","0,02672640198"
32069,creepier,JJ,3,"0,1,2",{(creep)}>y>>er>,50,7,5135,"48,53118712",2486,3870233,1,"4,99E-05","0,02981615943","61,98856137",2274,4569119,2,"3,55E-05","0,02502703538"
32070,creepiest,JJ,3,"0,1,2",{(creep)}>y>>est>,"66,66666667",7,5135,"53,07847082",2486,3870233,1,"4,99E-05","0,02981615943","35,0631136",714,287086,3,"0,0002612457591","0,01158659045"
32071,creepily,RB,3,"0,1,2",{(creep)}>y>>ly>,100,7,5135,"66,0362173",2486,3870233,1,"4,99E-05","0,02981615943","73,86952019",2898,3857999,2,"4,48E-05","0,02672640198"
32072,creepiness,NN,3,"0,1,2",{(creep)}>y>>ness>,"66,66666667",7,5135,"53,07847082",2486,3870233,1,"4,99E-05","0,02981615943","41,06280193",1243,181553,4,"0,0005838515475","0,01637571451"
32110,contagiously,RB,3,"0,1,2",{(contag)>ious>}>ly>,100,4,964,"79,54545455",617,450833,4,"7,10E-05","0,004943611926","76,97618226",2898,3857999,2,"4,48E-05","0,02672640198"
32111,contagiousness,NN,3,"0,1,2",{(contag)>ious>}>ness>,"66,66666667",4,964,"72,88961039",617,450833,4,"7,10E-05","0,004943611926","55,87761675",1243,181553,4,"0,0005838515475","0,01637571451"
32127,contemptibly,RB,3,"0,1,2",{(contempt)}>able>>y>,100,5,3042,"69,46039036",872,1227992,4,"3,18E-05","0,006025027035","49,53722334",2486,3870233,1,"4,99E-05","0,02981615943"
32128,contemptuously,RB,3,"0,1,2",{(contempt)}>ious>>ly>,75,5,3042,"38,96103896",617,450833,4,"7,10E-05","0,004943611926","35,79565067",2898,3857999,2,"4,48E-05","0,02672640198"
32131,contentiously,RB,3,"0,1,2",{(contend)}>ious>>ly>,100,7,9471,"71,1038961",617,450833,4,"7,10E-05","0,004943611926","67,06938212",2898,3857999,2,"4,48E-05","0,02672640198"
32132,contentiousness,NN,3,"0,1,2",{(contend)}>ious>>ness>,"83,33333333",7,9471,"61,2012987",617,450833,4,"7,10E-05","0,004943611926","41,06280193",1243,181553,4,"0,0005838515475","0,01637571451"
32140,contiguously,RB,3,"0,1,2",{(contigu)>ious>}>ly>,"33,33333333",4,992,"50,48701299",617,450833,4,"7,10E-05","0,004943611926","47,49741111",2898,3857999,2,"4,48E-05","0,02672640198"
32141,contiguousness,NN,3,"0,1,2",{(contigu)>ious>}>ness>,100,4,992,"87,98701299",617,450833,4,"7,10E-05","0,004943611926","81,80354267",1243,181553,4,"0,0005838515475","0,01637571451"
32143,continentals,NN,3,"0,1,2",{(contain)>ant>}>al>,0,9,12113,"8,855291577",464,1534593,3,"7,82E-06","0,001853854472","9,65034965",1431,4704731,2,"9,14E-06","0,006642978526"
32144,contingently,RB,3,"0,1,2",{(conting)>ant>}>ly>,100,3,3059,"86,17710583",464,1534593,3,"7,82E-06","0,001853854472","64,10079392",2898,3857999,2,"4,48E-05","0,02672640198"
32159,contractually,RB,3,"0,1,2",{(contract)}>al>>y>,"85,71428571",8,72251,"60,90909091",1431,4704731,2,"9,14E-06","0,006642978526","32,3138833",2486,3870233,1,"4,99E-05","0,02981615943"
32174,contrarieties,NN,3,"0,1,2",{(contra)>ory>>ity>},"77,77777778",28,38273,"80,56338028",356,725186,3,"2,62E-05","0,002935269581","83,93782383",580,1647588,3,"1,76E-05","0,004480148308"
32177,contrariety,NN,3,"0,1,2",{(contra)>ory>>ity>},"77,77777778",28,38273,"80,56338028",356,725186,3,"2,62E-05","0,002935269581","83,93782383",580,1647588,3,"1,76E-05","0,004480148308"
32179,contrariwise,RB,3,"0,1,2",{(contra)>ory>}>wise>,"59,25925926",28,38273,"69,57746479",356,725186,3,"2,62E-05","0,002935269581","44,44444444",19,77424,4,"2,58E-05","0,0003089757454"
32224,conventionalities,NN,3,"0,1,2",{(convention)}>al>>ity>,100,6,32108,"91,53846154",1431,4704731,2,"9,14E-06","0,006642978526","90,50086356",580,1647588,3,"1,76E-05","0,004480148308"
32241,conveyancer,NN,3,"0,1,2",{(convey)}>ance>>er>,100,5,5024,"93,47826087",323,977837,4,"7,16E-06","0,001081415109","81,91816982",2274,4569119,2,"3,55E-05","0,02502703538"
32242,conveyancers,NN,3,"0,1,2",{(convey)}>ance>>er>,100,5,5024,"93,47826087",323,977837,4,"7,16E-06","0,001081415109","81,91816982",2274,4569119,2,"3,55E-05","0,02502703538"
32356,coquettishly,RB,3,"0,1,2",{(coquette)}>ish>>ly>,50,3,53,"48,20717131",252,161977,3,"0,0001111268884","0,002780781709","59,06109769",2898,3857999,2,"4,48E-05","0,02672640198"
32368,cordialities,NN,3,"0,1,2",{(cord)>al>}>ity>,75,13,13224,"72,58741259",1431,4704731,2,"9,14E-06","0,006642978526","68,9119171",580,1647588,3,"1,76E-05","0,004480148308"
32369,cordially,RB,3,"0,1,2",{(cord)>al>}>y>,25,13,13224,"25,66433566",1431,4704731,2,"9,14E-06","0,006642978526","9,657947686",2486,3870233,1,"4,99E-05","0,02981615943"
32409,cornier,JJ,3,"0,1,2",{(corn)}>y>>er>,"94,44444444",19,14343,"59,31589537",2486,3870233,1,"4,99E-05","0,02981615943","70,91948966",2274,4569119,2,"3,55E-05","0,02502703538"
32417,coronations,NN,3,"0,1,2",{(coron)>ate>}>ion>,0,2,795,"44,55128205",937,2569118,3,"2,65E-05","0,01050517534","47,05882353",1599,6530204,3,"9,03E-06","0,009114784489"
32422,corporately,RB,3,"0,1,2",{(corpor)>ate>}>ly>,"63,63636364",12,93597,"76,06837607",937,2569118,3,"2,65E-05","0,01050517534","45,3917846",2898,3857999,2,"4,48E-05","0,02672640198"
32423,CORPOREALITY,NN,3,"0,1,2",{(corpor)>al>}>ity>,"72,72727273",12,93597,"82,93706294",1431,4704731,2,"9,14E-06","0,006642978526","79,96545769",580,1647588,3,"1,76E-05","0,004480148308"
32424,corporeally,RB,3,"0,1,2",{(corpor)>al>}>ly>,"90,90909091",12,93597,"93,98601399",1431,4704731,2,"9,14E-06","0,006642978526","80,98032447",2898,3857999,2,"4,48E-05","0,02672640198"
32427,corpulency,NN,3,"0,1,2",{(corpul)>ance>}>y>,100,3,38,"95,0310559",323,977837,4,"7,16E-06","0,001081415109","81,08651911",2486,3870233,1,"4,99E-05","0,02981615943"
32437,correctively,RB,3,"0,1,2",{(correct)}>ive>>ly>,"92,30769231",14,153124,"92,74611399",580,1037354,3,"1,74E-05","0,002780781709","80,98032447",2898,3857999,2,"4,48E-05","0,02672640198"
32458,corrosively,RB,3,"0,1,2",{(corrode)}>ive>>ly>,100,5,2439,"91,36442142",580,1037354,3,"1,74E-05","0,002780781709","76,97618226",2898,3857999,2,"4,48E-05","0,02672640198"
32459,corrosiveness,NN,3,"0,1,2",{(corrode)}>ive>>ness>,75,5,2439,"76,8566494",580,1037354,3,"1,74E-05","0,002780781709","36,87600644",1243,181553,4,"0,0005838515475","0,01637571451"
32480,compartmentalizing,VB|NN|JJ,3,"0,1,2",{(compartment)}>al>>ize>,50,3,2002,"56,92307692",1431,4704731,2,"9,14E-06","0,006642978526","44,28904429",430,443161,3,"0,0001489300728","0,0101961996"
32491,compendiously,RB,3,"0,1,2",{(compend)>ious>}>ly>,100,3,1307,"82,95454545",617,450833,4,"7,10E-05","0,004943611926","80,98032447",2898,3857999,2,"4,48E-05","0,02672640198"
32501,competitiveness,NN,3,"0,1,2",{(compete)}>ive>>ness>,"61,53846154",14,72717,"26,94300518",580,1037354,3,"1,74E-05","0,002780781709","3,784219002",1243,181553,4,"0,0005838515475","0,01637571451"
32514,compliantly,RB,3,"0,1,2",{(comply)}>ant>>ly>,100,4,8760,"92,22462203",464,1534593,3,"7,82E-06","0,001853854472","76,97618226",2898,3857999,2,"4,48E-05","0,02672640198"
32544,computerized,JJ,3,"0,1,2",{(compute)}>er>>ize>,100,5,344318,"11,04267488",2274,4569119,2,"3,55E-05","0,02502703538","7,925407925",430,443161,3,"0,0001489300728","0,0101961996"
32545,computerizes,VB,3,"0,1,2",{(compute)}>er>>ize>,100,5,344318,"11,04267488",2274,4569119,2,"3,55E-05","0,02502703538","7,925407925",430,443161,3,"0,0001489300728","0,0101961996"
32546,computerizing,VB|NN,3,"0,1,2",{(compute)}>er>>ize>,100,5,344318,"11,04267488",2274,4569119,2,"3,55E-05","0,02502703538","7,925407925",430,443161,3,"0,0001489300728","0,0101961996"
32595,conciliatory,JJ,3,"0,1,2",{(concile)>ate>}>ory>,"33,33333333",10,3740,"59,72222222",937,2569118,3,"2,65E-05","0,01050517534","53,8028169",356,725186,3,"2,62E-05","0,002935269581"
32605,concomitantly,RB,3,"0,1,2",{(concomit)>ant>}>ly>,50,3,275,"76,02591793",464,1534593,3,"7,82E-06","0,001853854472","49,70659303",2898,3857999,2,"4,48E-05","0,02672640198"
32637,conditionally,RB,3,"0,1,2",{(condition)}>al>>ly>,"87,5",9,116636,"51,81818182",1431,4704731,2,"9,14E-06","0,006642978526","27,23507076",2898,3857999,2,"4,48E-05","0,02672640198"
32671,confidently,RB,3,"0,1,2",{(confide)}>ant>>ly>,"44,44444444",10,32648,"35,20518359",464,1534593,3,"7,82E-06","0,001853854472","16,22367967",2898,3857999,2,"4,48E-05","0,02672640198"
32732,congruously,RB,3,"0,1,2",{(congru)>ious>}>ly>,100,8,433,"87,98701299",617,450833,4,"7,10E-05","0,004943611926","86,8829824",2898,3857999,2,"4,48E-05","0,02672640198"
32796,consequentially,RB,3,"0,1,2",{(consequence)}>al>>ly>,60,6,15485,"74,75524476",1431,4704731,2,"9,14E-06","0,006642978526","47,80807732",2898,3857999,2,"4,48E-05","0,02672640198"
32805,considerateness,NN,3,"0,1,2",{(consider)}>ate>>ness>,"92,30769231",14,214085,"92,41452991",937,2569118,3,"2,65E-05","0,01050517534","62,56038647",1243,181553,4,"0,0005838515475","0,01637571451"
32919,cockiest,JJ,3,"0,1,2",{(cock)}>y>>est>,"89,47368421",20,33086,"69,49698189",2486,3870233,1,"4,99E-05","0,02981615943","51,61290323",714,287086,3,"0,0002612457591","0,01158659045"
32920,cockiness,NN,3,"0,1,2",{(cock)}>y>>ness>,"52,63157895",20,33086,"45,51307847",2486,3870233,1,"4,99E-05","0,02981615943","29,71014493",1243,181553,4,"0,0005838515475","0,01637571451"
32949,codifications,NN,3,"0,1,2",{(code)}>ify>>ion>,"71,42857143",8,203079,"57,23684211",153,351545,3,"3,98E-05","0,002162830218","61,70212766",1599,6530204,3,"9,03E-06","0,009114784489"
