id_master,c1,c2,stim
3941,head,lock,headlock
2993,foot,locker,footlocker
2994,foot,lockers,footlockers
6400,row,locks,rowlocks
5495,oar,locks,oarlocks
2910,flint,locks,flintlocks
3942,head,locks,headlocks
2178,dead,locks,deadlocks
5077,match,locks,matchlocks
5580,pad,locks,padlocks
3556,grid,locks,gridlocks
3743,hammer,locks,hammerlocks
71,air,locks,airlocks
1666,cock,loft,cockloft
3895,hay,loft,hayloft
3896,hay,lofts,haylofts
244,back,log,backlog
245,back,logs,backlogs
6999,sir,loin,sirloin
7926,tender,loin,tenderloin
7000,sir,loins,sirloins
7927,tender,loins,tenderloins
4833,live,long,livelong
4834,live,longs,livelongs
13582,over,look,overlook
13583,over,looks,overlooks
3787,hand,loom,handloom
1033,broad,loom,broadloom
4040,heir,loom,heirloom
4041,heir,looms,heirlooms
4659,land,lord,landlord
8368,war,lord,warlord
13584,over,lord,overlord
8369,war,lords,warlords
4660,land,lords,landlords
13585,over,lords,overlords
2968,folk,lore,folklore
2693,feed,lot,feedlot
6504,sand,lot,sandlot
2694,feed,lots,feedlots
6505,sand,lots,sandlots
8762,wood,louse,woodlouse
844,book,louse,booklouse
4618,lady,love,ladylove
8212,TRUE,love,truelove
845,book,lover,booklover
4619,lady,loves,ladyloves
8213,TRUE,loves,trueloves
4661,land,lubber,landlubber
4662,land,lubbers,landlubbers
6024,pot,luck,potluck
6025,pot,lucks,potlucks
9224,aqua,lung,aqualung
9225,aqua,lungs,aqualungs
678,blood,lust,bloodlust
8349,wander,lust,wanderlust
8350,wander,lusts,wanderlusts
7854,tar,macadam,tarmacadam
1011,brides,maid,bridesmaid
5155,milk,maid,milkmaid
3788,hand,maid,handmaid
1419,chamber,maid,chambermaid
379,bar,maid,barmaid
810,bond,maid,bondmaid
5635,parlour,maid,parlourmaid
5477,nurse,maid,nursemaid
2116,dairy,maid,dairymaid
5634,parlor,maid,parlormaid
4335,house,maid,housemaid
3789,hand,maiden,handmaiden
3791,hand,maidens,handmaidens
380,bar,maids,barmaids
3792,hand,maids,handmaids
2117,dairy,maids,dairymaids
1420,chamber,maids,chambermaids
1012,brides,maids,bridesmaids
5478,nurse,maids,nursemaids
5156,milk,maids,milkmaids
4336,house,maids,housemaids
6256,red,maids,redmaids
632,black,mail,blackmail
72,air,mail,airmail
3528,green,mail,greenmail
3168,free,mail,freemail
8309,voice,mail,voicemail
633,black,mailer,blackmailer
73,air,mailer,airmailer
634,black,mailers,blackmailers
635,black,mails,blackmails
74,air,mails,airmails
3529,green,mails,greenmails
3871,hat,maker,hatmaker
1201,cabinet,maker,cabinetmaker
8688,wine,maker,winemaker
846,book,maker,bookmaker
4572,king,maker,kingmaker
4716,law,maker,lawmaker
7455,steel,maker,steelmaker
3273,garment,maker,garmentmaker
886,boot,maker,bootmaker
6815,shirt,maker,shirtmaker
6362,rope,maker,ropemaker
1304,car,maker,carmaker
7279,speech,maker,speechmaker
5663,pattern,maker,patternmaker
1254,candy,maker,candymaker
2424,dress,maker,dressmaker
7934,tent,maker,tentmaker
4157,holiday,maker,holidaymaker
5078,match,maker,matchmaker
3349,glass,maker,glassmaker
5122,merry,maker,merrymaker
1591,cloak,maker,cloakmaker
5691,peace,maker,peacemaker
6055,print,maker,printmaker
5451,noise,maker,noisemaker
5561,pace,maker,pacemaker
4180,home,maker,homemaker
8420,watch,maker,watchmaker
1240,candle,maker,candlemaker
6186,rain,maker,rainmaker
3897,hay,maker,haymaker
1594,clock,maker,clockmaker
405,basket,maker,basketmaker
6449,sail,maker,sailmaker
8637,wig,maker,wigmaker
5221,money,maker,moneymaker
2733,film,maker,filmmaker
9370,auto,maker,automaker
5902,play,maker,playmaker
8206,trouble,maker,troublemaker
2232,die,maker,diemaker
8094,tool,maker,toolmaker
6829,shoe,maker,shoemaker
5222,money,makers,moneymakers
6187,rain,makers,rainmakers
847,book,makers,bookmakers
8421,watch,makers,watchmakers
1202,cabinet,makers,cabinetmakers
2425,dress,makers,dressmakers
4158,holiday,makers,holidaymakers
8207,trouble,makers,troublemakers
5079,match,makers,matchmakers
8095,tool,makers,toolmakers
5123,merry,makers,merrymakers
7456,steel,makers,steelmakers
2734,film,makers,filmmakers
6830,shoe,makers,shoemakers
4717,law,makers,lawmakers
5562,pace,makers,pacemakers
4181,home,makers,homemakers
5692,peace,makers,peacemakers
5452,noise,makers,noisemakers
8689,wine,makers,winemakers
9371,auto,makers,automakers
1203,cabinet,making,cabinetmaking
4917,love,making,lovemaking
6188,rain,making,rainmaking
5304,movie,making,moviemaking
4718,law,making,lawmaking
3898,hay,making,haymaking
5041,map,making,mapmaking
2426,dress,making,dressmaking
5124,merry,making,merrymaking
8690,wine,making,winemaking
6831,shoe,making,shoemaking
4182,home,making,homemaking
5223,money,making,moneymaking
6056,print,making,printmaking
5624,paper,making,papermaking
7280,speech,making,speechmaking
5080,match,making,matchmaking
5059,marsh,mallow,marshmallow
8489,wax,mallow,waxmallow
5060,marsh,mallows,marshmallows
7837,tally,man,tallyman
8763,wood,man,woodman
4252,horse,man,horseman
16116,towns,man,townsman
5922,plough,man,ploughman
3588,grounds,man,groundsman
40,aircraft,man,aircraftman
6939,sides,man,sidesman
303,bag,man,bagman
420,bats,man,batsman
3569,grooms,man,groomsman
6462,sales,man,salesman
4475,jazz,man,jazzman
1935,cow,man,cowman
940,brake,man,brakeman
5320,muscle,man,muscleman
3850,hardware,man,hardwareman
6706,seed,man,seedman
5861,pit,man,pitman
10079,coal,man,coalman
14334,poultry,man,poultryman
1366,cattle,man,cattleman
4813,line,man,lineman
5384,news,man,newsman
6714,select,man,selectman
2121,dales,man,dalesman
8078,toll,man,tollman
1972,crafts,man,craftsman
14707,rafts,man,raftsman
3242,gag,man,gagman
9647,bogey,man,bogeyman
5959,police,man,policeman
4719,law,man,lawman
3605,guards,man,guardsman
339,bands,man,bandsman
7623,strong,man,strongman
6157,raft,man,raftman
1626,coach,man,coachman
6962,signal,man,signalman
1895,country,man,countryman
12389,lines,man,linesman
6330,road,man,roadman
4337,house,man,houseman
297,backwoods,man,backwoodsman
5153,militia,man,militiaman
12334,ledge,man,ledgeman
4395,ice,man,iceman
1539,church,man,churchman
6721,service,man,serviceman
1147,bush,man,bushman
1373,cavalry,man,cavalryman
7163,snow,man,snowman
5157,milk,man,milkman
3821,handy,man,handyman
5145,midship,man,midshipman
4761,lens,man,lensman
5947,points,man,pointsman
8395,washer,man,washerman
1556,clans,man,clansman
813,bonds,man,bondsman
811,bond,man,bondman
3317,gentle,man,gentleman
2700,ferry,man,ferryman
4663,land,man,landman
12429,lock,man,lockman
6295,rifle,man,rifleman
3978,heads,man,headsman
2322,door,man,doorman
5928,plow,man,plowman
8863,yachts,man,yachtsman
14491,prop,man,propman
8818,work,man,workman
1405,chair,man,chairman
4768,letter,man,letterman
7350,sports,man,sportsman
11413,freed,man,freedman
12375,lighter,man,lighterman
4402,infantry,man,infantryman
4071,herds,man,herdsman
8024,timber,man,timberman
4791,lift,man,liftman
2484,dust,man,dustman
8695,wing,man,wingman
5047,marks,man,marksman
4849,lobster,man,lobsterman
1708,committee,man,committeeman
4683,lands,man,landsman
7333,spokes,man,spokesman
16535,warehouse,man,warehouseman
418,bat,man,batman
7598,straw,man,strawman
4516,jury,man,juryman
8422,watch,man,watchman
5389,newspaper,man,newspaperman
6709,seeds,man,seedsman
3169,free,man,freeman
2392,drafts,man,draftsman
14986,rounds,man,roundsman
2405,draughts,man,draughtsman
4421,iron,man,ironman
3858,harvest,man,harvestman
1375,cave,man,caveman
8174,train,man,trainman
5662,patrol,man,patrolman
5788,pig,man,pigman
2796,fire,man,fireman
2826,fisher,man,fisherman
528,beggar,man,beggarman
4771,liege,man,liegeman
5224,money,man,moneyman
2588,excise,man,exciseman
7457,steel,man,steelman
8453,water,man,waterman
1581,clergy,man,clergyman
1809,council,man,councilman
6778,sheep,man,sheepman
109,alder,man,alderman
3824,hang,man,hangman
4707,laundry,man,laundryman
4984,mail,man,mailman
7435,states,man,statesman
6110,quarry,man,quarryman
1974,crags,man,cragsman
4819,link,man,linkman
4377,husband,man,husbandman
5542,outdoors,man,outdoorsman
1161,bus,man,busman
191,assembly,man,assemblyman
7877,tax,man,taxman
3191,fresh,man,freshman
5875,plants,man,plantsman
910,bow,man,bowman
4375,hunts,man,huntsman
8710,wire,man,wireman
16622,widow,man,widowman
446,beads,man,beadsman
3943,head,man,headman
9985,chap,man,chapman
1484,chess,man,chessman
6273,repair,man,repairman
5447,noble,man,nobleman
5607,pantry,man,pantryman
1970,cracks,man,cracksman
5111,meat,man,meatman
2118,dairy,man,dairyman
1207,cab,man,cabman
6506,sand,man,sandman
4937,lumber,man,lumberman
3269,garbage,man,garbageman
4965,mad,man,madman
5867,place,man,placeman
132,anchor,man,anchorman
7779,switch,man,switchman
75,air,man,airman
7256,space,man,spaceman
7224,sound,man,soundman
2003,crew,man,crewman
5141,middle,man,middleman
7782,swords,man,swordsman
14302,posse,man,posseman
3643,gun,man,gunman
5720,pen,man,penman
12395,links,man,linksman
9421,baggage,man,baggageman
1152,business,man,businessman
5854,pitch,man,pitchman
5871,plains,man,plainsman
370,barge,man,bargeman
13322,oars,man,oarsman
8733,wolf,man,wolfman
8773,woods,man,woodsman
5999,post,man,postman
5524,oil,man,oilman
3203,frog,man,frogman
7872,taxi,man,taximan
848,book,man,bookman
537,bell,man,bellman
11760,hod,man,hodman
5568,pack,man,packman
12529,malt,man,maltman
6047,press,man,pressman
45,aircrew,man,aircrewman
1218,camera,man,cameraman
14391,privateers,man,privateersman
4838,livery,man,liveryman
2206,desk,man,deskman
2719,fields,man,fieldsman
8193,trencher,man,trencherman
4578,kins,man,kinsman
7382,stable,man,stableman
4050,helms,man,helmsman
2518,earth,man,earthman
6026,pot,man,potman
2204,delivery,man,deliveryman
12444,longbow,man,longbowman
1719,congress,man,congressman
767,boat,man,boatman
5118,merchant,man,merchantman
7523,stock,man,stockman
2995,foot,man,footman
4110,highway,man,highwayman
180,artillery,man,artilleryman
382,bar,man,barman
3206,frontiers,man,frontiersman
8288,vestry,man,vestryman
1429,charge,man,chargeman
3281,gas,man,gasman
4724,lay,man,layman
11344,foe,man,foeman
4291,hotel,man,hotelman
6885,show,man,showman
7469,steers,man,steersman
7727,swag,man,swagman
6589,school,man,schoolman
5284,motor,man,motorman
12639,mat,man,matman
4136,hit,man,hitman
8872,yard,man,yardman
8814,working,man,workingman
5479,nursery,man,nurseryman
8163,trades,man,tradesman
8507,weather,man,weatherman
4899,longshore,man,longshoreman
4498,journey,man,journeyman
6521,sandwich,man,sandwichman
16156,trigger,man,triggerman
6662,sea,man,seaman
6172,railway,man,railwayman
6741,shaggy,mane,shaggymane
13589,over,mantel,overmantel
594,bit,map,bitmap
595,bit,maps,bitmaps
6395,route,march,routemarch
1046,brood,mare,broodmare
5428,night,mare,nightmare
1047,brood,mares,broodmares
5429,night,mares,nightmares
545,bench,mark,benchmark
8160,trade,mark,trademark
3859,hash,mark,hashmark
5945,pock,mark,pockmark
584,birth,mark,birthmark
6000,post,mark,postmark
2996,foot,mark,footmark
849,book,mark,bookmark
8001,tide,mark,tidemark
2740,finger,mark,fingermark
5197,mint,mark,mintmark
8454,water,mark,watermark
6048,press,mark,pressmark
4664,land,mark,landmark
2502,ear,mark,earmark
3732,hall,mark,hallmark
15573,style,mark,stylemark
850,book,marker,bookmarker
3530,green,market,greenmarket
4381,hyper,markets,hypermarkets
585,birth,marks,birthmarks
2997,foot,marks,footmarks
3733,hall,marks,hallmarks
2503,ear,marks,earmarks
5946,pock,marks,pockmarks
851,book,marks,bookmarks
4665,land,marks,landmarks
8002,tide,marks,tidemarks
8455,water,marks,watermarks
8161,trade,marks,trademarks
6001,post,marks,postmarks
2741,finger,marks,fingermarks
546,bench,marks,benchmarks
3134,foul,mart,foulmart
3282,gas,mask,gasmask
7547,stone,mason,stonemason
3170,free,masonry,freemasonry
7548,stone,masons,stonemasons
4666,land,mass,landmass
3581,ground,mass,groundmass
4667,land,masses,landmasses
8111,top,mast,topmast
4991,main,mast,mainmast
5201,mizzen,mast,mizzenmast
3071,fore,mast,foremast
5200,mizen,mast,mizenmast
4483,jigger,mast,jiggermast
5679,pay,master,paymaster
1519,choir,master,choirmaster
7439,station,master,stationmaster
8633,whore,master,whoremaster
7860,task,master,taskmaster
6117,quarter,master,quartermaster
7374,spy,master,spymaster
8060,toast,master,toastmaster
6590,school,master,schoolmaster
6615,scout,master,scoutmaster
4338,house,master,housemaster
3454,grand,master,grandmaster
8516,web,master,webmaster
4855,lock,master,lockmaster
6136,quiz,master,quizmaster
6002,post,master,postmaster
336,band,master,bandmaster
3944,head,master,headmaster
6302,ring,master,ringmaster
8873,yard,master,yardmaster
8175,train,master,trainmaster
4339,house,masters,housemasters
7861,task,masters,taskmasters
3945,head,masters,headmasters
6118,quarter,masters,quartermasters
8874,yard,masters,yardmasters
6591,school,masters,schoolmasters
337,band,masters,bandmasters
6003,post,masters,postmasters
6303,ring,masters,ringmasters
7440,station,masters,stationmasters
8061,toast,masters,toastmasters
6616,scout,masters,scoutmasters
5680,pay,masters,paymasters
1520,choir,masters,choirmasters
3947,head,mastership,headmastership
4992,main,masts,mainmasts
8112,top,masts,topmasts
5202,mizzen,masts,mizzenmasts
2323,door,mat,doormat
6356,room,mate,roommate
6592,school,mate,schoolmate
1449,check,mate,checkmate
1225,camp,mate,campmate
4340,house,mate,housemate
5126,mess,mate,messmate
1565,class,mate,classmate
1129,bunk,mate,bunkmate
6800,ship,mate,shipmate
7383,stable,mate,stablemate
7406,stale,mate,stalemate
8819,work,mate,workmate
7790,table,mate,tablemate
7894,team,mate,teammate
2893,flat,mate,flatmate
5903,play,mate,playmate
4053,help,mate,helpmate
7895,team,mates,teammates
1130,bunk,mates,bunkmates
1450,check,mates,checkmates
6593,school,mates,schoolmates
6801,ship,mates,shipmates
7384,stable,mates,stablemates
6357,room,mates,roommates
7407,stale,mates,stalemates
1566,class,mates,classmates
4054,help,mates,helpmates
5127,mess,mates,messmates
5904,play,mates,playmates
8820,work,mates,workmates
2894,flat,mates,flatmates
17,after,math,aftermath
18,after,maths,aftermaths
2324,door,mats,doormats
8456,water,meal,watermeal
1792,corn,meal,cornmeal
5498,oat,meal,oatmeal
822,bone,meal,bonemeal
4254,horse,meat,horsemeat
7762,sweet,meat,sweetmeat
3026,force,meat,forcemeat
5181,mince,meat,mincemeat
1961,crab,meat,crabmeat
7763,sweet,meats,sweetmeats
13762,para,medic,paramedic
4055,help,meet,helpmeet
5322,musk,melon,muskmelon
8457,water,melon,watermelon
8458,water,melons,watermelons
5323,musk,melons,muskmelons
1582,clergy,men,clergymen
7878,tax,men,taxmen
2827,fisher,men,fishermen
3207,frontiers,men,frontiersmen
12390,lines,men,linesmen
11414,freed,men,freedmen
383,bar,men,barmen
12446,longshore,men,longshoremen
1936,cow,men,cowmen
13900,patrol,men,patrolmen
911,bow,men,bowmen
9512,bell,men,bellmen
419,bat,men,batmen
3606,guards,men,guardsmen
2797,fire,men,firemen
1376,cave,men,cavemen
110,alder,men,aldermen
3318,gentle,men,gentlemen
3979,heads,men,headsmen
5385,news,men,newsmen
340,bands,men,bandsmen
181,artillery,men,artillerymen
812,bond,men,bondmen
1408,chair,men,chairmen
1720,congress,men,congressmen
8423,watch,men,watchmen
2393,drafts,men,draftsmen
4966,mad,men,madmen
5855,pitch,men,pitchmen
16153,tribes,men,tribesmen
16117,towns,men,townsmen
4072,herds,men,herdsmen
1973,crafts,men,craftsmen
4376,hunts,men,huntsmen
41,aircraft,men,aircraftmen
3283,gas,men,gasmen
2998,foot,men,footmen
7784,swords,men,swordsmen
3192,fresh,men,freshmen
11417,free,men,freemen
4579,kins,men,kinsmen
7624,strong,men,strongmen
5929,plow,men,plowmen
4499,journey,men,journeymen
7385,stable,men,stablemen
6887,show,men,showmen
1485,chess,men,chessmen
12877,militia,men,militiamen
3570,grooms,men,groomsmen
12394,link,men,linkmen
15196,service,men,servicemen
8764,wood,men,woodmen
77,air,men,airmen
7164,snow,men,snowmen
11820,husband,men,husbandmen
13094,muscle,men,musclemen
2701,ferry,men,ferrymen
1162,bus,men,busmen
4708,laundry,men,laundrymen
4403,infantry,men,infantrymen
13324,oars,men,oarsmen
1557,clans,men,clansmen
3822,handy,men,handymen
8194,trencher,men,trenchermen
14315,post,men,postmen
5390,newspaper,men,newspapermen
7436,states,men,statesmen
6715,select,men,selectmen
3589,grounds,men,groundsmen
10628,delivery,men,deliverymen
4517,jury,men,jurymen
7334,spokes,men,spokesmen
4051,helms,men,helmsmen
192,assembly,men,assemblymen
12720,merchant,men,merchantmen
6463,sales,men,salesmen
14644,quarry,men,quarrymen
15092,sea,men,seamen
4725,lay,men,laymen
12419,livery,men,liverymen
6173,railway,men,railwaymen
12474,lumber,men,lumbermen
10141,committee,men,committeemen
1374,cavalry,men,cavalrymen
1540,church,men,churchmen
1219,camera,men,cameramen
14368,press,men,pressmen
5872,plains,men,plainsmen
3204,frog,men,frogmen
6274,repair,men,repairmen
768,boat,men,boatmen
371,barge,men,bargemen
5868,place,men,placemen
5142,middle,men,middlemen
2485,dust,men,dustmen
941,brake,men,brakemen
814,bonds,men,bondsmen
1153,business,men,businessmen
3644,gun,men,gunmen
13366,oil,men,oilmen
4814,line,men,linemen
421,bats,men,batsmen
9648,bogey,men,bogeymen
13311,nursery,men,nurserymen
1810,council,men,councilmen
2119,dairy,men,dairymen
8864,yachts,men,yachtsmen
4985,mail,men,mailmen
1367,cattle,men,cattlemen
6296,rifle,men,riflemen
7470,steers,men,steersmen
12878,milk,men,milkmen
8821,work,men,workmen
8176,train,men,trainmen
4396,ice,men,icemen
8508,weather,men,weathermen
8289,vestry,men,vestrymen
6963,signal,men,signalmen
299,backwoods,men,backwoodsmen
12855,midship,men,midshipmen
13063,motor,men,motormen
2325,door,men,doormen
2720,fields,men,fieldsmen
4684,lands,men,landsmen
3825,hang,men,hangmen
5961,police,men,policemen
3948,head,men,headmen
4111,highway,men,highwaymen
1896,country,men,countrymen
5448,noble,men,noblemen
8774,woods,men,woodsmen
2004,crew,men,crewmen
1627,coach,men,coachmen
8875,yard,men,yardmen
1148,bush,men,bushmen
4769,letter,men,lettermen
8164,trades,men,tradesmen
8815,working,men,workingmen
4720,law,men,lawmen
7351,sports,men,sportsmen
6507,sand,men,sandmen
13953,pen,men,penmen
5048,marks,men,marksmen
7257,space,men,spacemen
4255,horse,men,horsemen
4341,house,men,housemen
133,anchor,men,anchormen
3645,gun,metal,gunmetal
7873,taxi,meter,taximeter
9341,audio,meter,audiometer
2935,flux,meter,fluxmeter
8313,volt,meter,voltmeter
3296,gauss,meter,gaussmeter
5514,ohm,meter,ohmmeter
8314,volt,meters,voltmeters
5515,ohm,meters,ohmmeters
9342,audio,meters,audiometers
5765,photo,meters,photometers
7874,taxi,meters,taximeters
2717,field,mice,fieldmice
1181,butter,milk,buttermilk
3073,fore,milk,foremilk
7250,soy,milk,soymilk
3338,gin,mill,ginmill
4938,lumber,mill,lumbermill
3564,grist,mill,gristmill
8666,wind,mill,windmill
6548,saw,mill,sawmill
7298,spice,mill,spicemill
8186,tread,mill,treadmill
8667,wind,mills,windmills
8187,tread,mills,treadmills
3565,grist,mills,gristmills
6550,saw,mills,sawmills
5061,master,mind,mastermind
2689,feeble,mindedness,feeblemindedness
200,baby,minder,babyminder
13152,net,minder,netminder
5062,master,minds,masterminds
3411,gold,mine,goldmine
3412,gold,mines,goldmines
8113,top,minnow,topminnow
9205,apple,mint,applemint
5731,pepper,mint,peppermint
1360,cat,mint,catmint
7277,spear,mint,spearmint
4256,horse,mint,horsemint
5732,pepper,mints,peppermints
3949,head,mistress,headmistress
7862,task,mistress,taskmistress
6004,post,mistress,postmistress
6594,school,mistress,schoolmistress
14316,post,mistresses,postmistresses
6595,school,mistresses,schoolmistresses
3950,head,mistresses,headmistresses
7863,task,mistresses,taskmistresses
852,book,mobile,bookmobile
7165,snow,mobile,snowmobile
679,blood,mobile,bloodmobile
680,blood,mobiles,bloodmobiles
7166,snow,mobiles,snowmobiles
853,book,mobiles,bookmobiles
4216,hood,mold,hoodmold
15754,super,mom,supermom
6565,scare,monger,scaremonger
8790,word,monger,wordmonger
2670,fashion,monger,fashionmonger
4422,iron,monger,ironmonger
8370,war,monger,warmonger
8634,whore,monger,whoremonger
6414,rumour,monger,rumourmonger
1473,cheese,monger,cheesemonger
6412,rumor,monger,rumormonger
3431,gossip,monger,gossipmonger
6556,scandal,monger,scandalmonger
2831,fish,monger,fishmonger
3869,hate,monger,hatemonger
5386,news,monger,newsmonger
3432,gossip,mongering,gossipmongering
6557,scandal,mongering,scandalmongering
8371,war,mongering,warmongering
6566,scare,mongers,scaremongers
8372,war,mongers,warmongers
2832,fish,mongers,fishmongers
3870,hate,mongers,hatemongers
6558,scandal,mongers,scandalmongers
6413,rumor,mongers,rumormongers
4423,iron,mongers,ironmongers
16206,twelve,month,twelvemonth
16207,twelve,months,twelvemonths
4209,honey,moon,honeymoon
4210,honey,moons,honeymoons
11033,dust,mop,dustmop
6350,roll,mops,rollmops
7301,spike,moss,spikemoss
10945,ditch,moss,ditchmoss
3882,hawk,moth,hawkmoth
3455,grand,mother,grandmother
7482,step,mother,stepmother
4342,house,mother,housemother
3386,god,mother,godmother
4343,house,mothers,housemothers
3456,grand,mothers,grandmothers
3387,god,mothers,godmothers
4217,hood,mould,hoodmould
6663,sea,mount,seamount
8052,tit,mouse,titmouse
6897,shrew,mouse,shrewmouse
2718,field,mouse,fieldmouse
5285,motor,mouth,motormouth
12284,large,mouth,largemouth
4910,loud,mouth,loudmouth
1799,cotton,mouth,cottonmouth
3205,frog,mouth,frogmouth
3364,goal,mouth,goalmouth
7101,small,mouth,smallmouth
603,blabber,mouth,blabbermouth
8861,wry,mouth,wrymouth
604,blabber,mouths,blabbermouths
1800,cotton,mouths,cottonmouths
5286,motor,mouths,motormouths
3365,goal,mouths,goalmouths
4911,loud,mouths,loudmouths
3899,hay,mow,haymow
3900,hay,mows,haymows
13590,over,much,overmuch
13591,over,muchness,overmuchness
2504,ear,muff,earmuff
2505,ear,muffs,earmuffs
4141,hob,nail,hobnail
8190,tree,nail,treenail
3826,hang,nail,hangnail
7973,thumb,nail,thumbnail
2742,finger,nail,fingernail
2326,door,nail,doornail
8067,toe,nail,toenail
11759,hob,nails,hobnails
2743,finger,nails,fingernails
3827,hang,nails,hangnails
7974,thumb,nails,thumbnails
8068,toe,nails,toenails
2731,file,name,filename
3075,fore,name,forename
5411,nick,name,nickname
5412,nick,names,nicknames
1361,cat,nap,catnap
4551,kid,napper,kidnapper
4552,kid,nappers,kidnappers
4554,kid,napping,kidnapping
1362,cat,naps,catnaps
15758,super,naturals,supernaturals
2419,dread,naught,dreadnaught
3429,goose,neck,gooseneck
4832,little,neck,littleneck
4749,leather,neck,leatherneck
898,bottle,neck,bottleneck
6381,rough,neck,roughneck
2712,fiddle,neck,fiddleneck
8862,wry,neck,wryneck
7735,swan,neck,swanneck
6401,rubber,neck,rubberneck
6257,red,neck,redneck
8261,turtle,neck,turtleneck
2007,crook,neck,crookneck
6402,rubber,necker,rubbernecker
899,bottle,necks,bottlenecks
8262,turtle,necks,turtlenecks
6258,red,necks,rednecks
6382,rough,necks,roughnecks
2008,crook,necks,crooknecks
4750,leather,necks,leathernecks
6403,rubber,necks,rubbernecks
3457,grand,nephew,grandnephew
3458,grand,nephews,grandnephews
578,bird,nest,birdnest
579,bird,nesting,birdnesting
2395,drag,net,dragnet
8791,word,net,wordnet
2833,fish,net,fishnet
11144,ether,net,ethernet
3702,hair,net,hairnet
3703,hair,nets,hairnets
2834,fish,nets,fishnets
2396,drag,nets,dragnets
3459,grand,niece,grandniece
3460,grand,nieces,grandnieces
8527,week,night,weeknight
12844,mid,night,midnight
8529,week,nights,weeknights
12845,mid,nights,midnights
1363,cat,nip,catnip
2549,egg,nog,eggnog
19,after,noon,afternoon
20,after,noons,afternoons
4219,hook,nose,hooknose
735,blue,nose,bluenose
1109,bull,nose,bullnose
653,bladder,nose,bladdernose
900,bottle,nose,bottlenose
1718,cone,nose,conenose
736,blue,noses,bluenoses
8555,what,not,whatnot
4532,key,note,keynote
2999,foot,note,footnote
351,bank,note,banknote
352,bank,notes,banknotes
4533,key,notes,keynotes
3000,foot,notes,footnotes
2420,dread,nought,dreadnought
8550,wet,nurse,wetnurse
597,bitter,nut,bitternut
2354,dough,nut,doughnut
7975,thumb,nut,thumbnut
9499,beech,nut,beechnut
2519,earth,nut,earthnut
5789,pig,nut,pignut
1486,chest,nut,chestnut
1182,butter,nut,butternut
1677,cocoa,nut,cocoanut
4856,lock,nut,locknut
5204,mocker,nut,mockernut
1678,coco,nut,coconut
1241,candle,nut,candlenut
1651,cob,nut,cobnut
3911,hazel,nut,hazelnut
5701,pea,nut,peanut
3582,ground,nut,groundnut
1652,cob,nuts,cobnuts
1487,chest,nuts,chestnuts
3583,ground,nuts,groundnuts
1679,coco,nuts,coconuts
3912,hazel,nuts,hazelnuts
1183,butter,nuts,butternuts
9500,beech,nuts,beechnuts
5702,pea,nuts,peanuts
2103,cut,off,cutoff
6102,put,off,putoff
8162,trade,off,tradeoff
5905,play,off,playoff
6422,run,off,runoff
7829,take,off,takeoff
6717,sell,off,selloff
4726,lay,off,layoff
4544,kick,off,kickoff
657,blast,off,blastoff
5681,pay,off,payoff
6725,set,off,setoff
8242,turn,off,turnoff
4792,lift,off,liftoff
7409,stand,off,standoff
4594,knock,off,knockoff
2641,fall,off,falloff
3793,hand,off,handoff
8243,turn,offs,turnoffs
2104,cut,offs,cutoffs
6423,run,offs,runoffs
5682,pay,offs,payoffs
7410,stand,offs,standoffs
2642,fall,offs,falloffs
5906,play,offs,playoffs
7206,some,one,someone
2710,fibre,optics,fibreoptics
11283,fiber,optics,fiberoptics
423,battled,ore,battledore
424,battled,ores,battledores
11333,fluid,ounce,fluidounce
1451,check,out,checkout
1194,buy,out,buyout
2105,cut,out,cutout
6103,put,out,putout
8398,wash,out,washout
7830,take,out,takeout
4153,hold,out,holdout
707,blow,out,blowout
2630,fade,out,fadeout
4727,lay,out,layout
973,break,out,breakout
8336,walk,out,walkout
8822,work,out,workout
8244,turn,out,turnout
4595,knock,out,knockout
1602,close,out,closeout
636,black,out,blackout
7612,strike,out,strikeout
2643,fall,out,fallout
2441,drop,out,dropout
6057,print,out,printout
4904,look,out,lookout
6840,shoot,out,shootout
4081,hide,out,hideout
1730,cook,out,cookout
6744,shake,out,shakeout
8706,wipe,out,wipeout
6903,shut,out,shutout
7404,stake,out,stakeout
8610,white,out,whiteout
3794,hand,out,handout
3828,hang,out,hangout
6718,sell,out,sellout
2966,fold,out,foldout
2469,dug,out,dugout
4857,lock,out,lockout
8219,try,out,tryout
1746,cop,out,copout
6058,print,outs,printouts
8220,try,outs,tryouts
974,break,outs,breakouts
2967,fold,outs,foldouts
1195,buy,outs,buyouts
2106,cut,outs,cutouts
7405,stake,outs,stakeouts
6719,sell,outs,sellouts
637,black,outs,blackouts
7613,strike,outs,strikeouts
8337,walk,outs,walkouts
8245,turn,outs,turnouts
3829,hang,outs,hangouts
10372,cook,outs,cookouts
1452,check,outs,checkouts
4082,hide,outs,hideouts
6104,put,outs,putouts
3795,hand,outs,handouts
708,blow,outs,blowouts
4905,look,outs,lookouts
4154,hold,outs,holdouts
6745,shake,outs,shakeouts
1423,change,over,changeover
4728,lay,over,layover
5003,make,over,makeover
7075,slip,over,slipover
8338,walk,over,walkover
2035,cross,over,crossover
6095,push,over,pushover
7561,stop,over,stopover
6080,pull,over,pullover
4755,left,over,leftover
2941,fly,over,flyover
5977,pop,over,popover
6351,roll,over,rollover
2879,flash,over,flashover
7057,sleep,over,sleepover
7303,spill,over,spillover
